"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
1130,226.981,1.939322,NA,NA,1.93896240993658,NA,530622.989996408,578660.704028851,578444.96357146,615545.417601714,619515.058668464,610226.755232908
1131,199.134,4.013967,"C11H20O3","(S)-9-Hydroxy-10-undecenoic acid",1.70568811909799,NA,548582.658935062,720739.610074216,577710.272777659,309507.863005591,370085.403320589,332216.937831119
1132,553.1433,2.335814,NA,NA,0,NA,582919.851749525,537538.800456958,570735.640675443,627663.979128792,473284.408915415,577105.680195206
1133,628.4666,2.232878,NA,NA,1.3772887406677,NA,428016.57893693,342919.123803285,445057.534437842,542640.612343967,582755.630683581,481956.004943066
1134,226.9785,3.502581,NA,NA,0,NA,25691.2004194096,31651.1583609238,21141.3342018117,15538.5746441209,16391.9602242526,13767.2213953202
1135,485.3638,2.188344,"C31H50O4","3,7-Dihydroxy-25-methoxycucurbita-5,23-dien-19-al",3.04783742578554,NA,225544.167672966,218935.326910381,221388.783268171,598759.685671324,666223.721577673,545542.88676259
1137,499.3795,2.417356,NA,NA,2.29995427868725,NA,267198.258570958,226972.558999475,282089.133869592,512979.266476144,546983.73146306,653349.269333381
1138,535.4733,2.289163,"C34H64O4","FAHFA(16:1(9Z)/9-O-18:0)",2.48461633817555,NA,1743.50756890701,972.532647134202,4995.71901567763,506964.624811514,602258.639082713,376991.355002084
1139,318.2155,3.999784,NA,NA,0,NA,702136.364430589,656542.785610181,666522.434818868,496764.304562582,578323.097652094,547317.023264008
1140,374.8147,13.77106,NA,NA,2.58519372049899,NA,640801.99156887,717533.697882909,668295.509283233,114643.793478648,96804.3362459609,148147.794158864
1141,96.9587366666667,1.926828,NA,NA,0,NA,663899.72447953,722888.295918147,652019.853494207,514989.742815499,538854.323466329,598585.772690193
1142,358.2966,2.572628,NA,NA,3.13630844357941,NA,176317.92654168,169032.509427454,172482.485693227,512597.163420092,567460.476871824,636300.138709462
1143,369.1093,11.66619,NA,NA,2.01623843971384,NA,507404.070101318,539262.350600856,517104.985470022,522066.089202273,543623.727443186,556674.20650454
1144,165.0174,2.680407,NA,NA,1.535808629359,NA,19057.7925252676,33397.5380140474,51987.1127885652,560.850217070348,321.807610415549,3356.06385229441
1146,133.9918,2.477008,NA,NA,2.2265719592566,NA,588321.313045546,663377.078174711,667452.016444564,209243.582337259,295620.980733835,235810.866406005
1147,696.1422,2.33738,NA,NA,1.79631452911809,NA,395661.635352798,376286.774499753,410629.221391265,513052.615764737,530049.217301588,448985.96994103
1148,873.2316,2.281256,NA,NA,0,NA,646387.599844865,590931.620810743,691582.359979776,594386.198570455,457317.37167632,471693.457365029
1149,130.0509,8.711389,"C5H9NO3","N-Acetyl-L-alanine",3.40029155377583,NA,56042.5302012956,43893.8216800845,53067.9868707442,651800.282679643,592251.204909696,620049.80744943
1150,272.8834,15.06806,NA,NA,0,NA,484379.753828818,424220.741318527,378367.642346133,448788.623774783,358391.560329586,294510.357380699
1151,160.088,2.725003,NA,NA,0,NA,746544.73499378,622443.790363068,646005.050429346,487692.933832229,490443.894962588,434200.882738341
1152,363.13,3.99657,NA,NA,2.7827003410235,NA,788891.605982598,659643.775422186,611677.783681057,17963.5364627753,11852.7220492394,24795.9370718051
1154,306.2078,2.594678,"C18H29NO3","Betaxolol",2.47204804165606,NA,59443.6137507861,25881.6167677943,46591.6504065984,599147.607071464,666158.968800136,566510.396868495
1155,939.2158,2.290617,NA,NA,0,NA,319810.140441639,307479.03382242,344194.493362008,329845.074014619,418209.041576993,334490.615893799
1156,187.134,4.013975,"C10H20O3","3-Hydroxycapric acid",2.75347680003343,NA,252942.882796697,247629.708157546,283158.318933712,506015.471663544,543584.210642394,481702.681996648
1157,610.7996,13.96112,NA,NA,2.93922663673829,NA,715273.319724567,676306.093905595,487169.244027586,663.863522246534,872.499661065866,2018.40872404952
1158,387.0264,13.82639,NA,NA,2.60637215816518,NA,104526.195608916,84184.8711608779,87647.2489050266,387807.13167773,533299.963236102,610479.299622441
1159,99.04523,3.890817,"C5H8O2","Senecioic acid",2.36380306806766,NA,683097.900183673,630119.129160839,481281.413613863,137821.31022984,111650.71027129,96238.8957980086
1160,270.2158,2.409508,NA,NA,2.76705468725477,NA,619751.66928253,607481.903533202,684884.608030435,306152.872268306,327653.945027871,317204.025419992
1161,559.3343,1.919014,NA,NA,0,NA,647756.649538177,562385.620258883,612468.315850228,439400.105600253,525690.827178519,488085.194019278
1162,310.0215,13.49111,NA,NA,3.07145565261453,NA,1354.96074326044,3481.21784452394,2100.69935914235,524079.903935778,607981.336971762,563774.645294639
1163,758.1837,2.301506,NA,NA,0,NA,337113.132223973,444415.409522916,579204.140365176,448840.321192751,432220.290618441,446390.553245674
1164,226.0649,11.64396,NA,NA,2.14593091072743,NA,195623.420420045,252677.763902408,287385.865597607,561145.998791969,540814.708915553,612284.286440423
1167,200.0554,2.519286,NA,NA,0,NA,495885.693014459,491143.769299009,461002.795422598,572074.661261573,467945.630440008,544507.016827258
1168,123.902,13.44841,NA,NA,0,NA,252205.19417758,273471.401070843,97218.3830859115,368631.586449943,413969.104042439,420030.758155095
1170,781.1614,2.320206,NA,NA,0,NA,516707.840351914,551503.368950511,615107.707207479,554081.289093372,518630.818149773,512075.548550337
1171,331.0551,13.35435,NA,NA,1.74083632865978,NA,184681.699656009,248380.281067957,292636.506031665,424796.634233869,543623.336187733,573072.950170753
1173,161.0817,2.728194,"C7H14O4","2-(1-Ethoxyethoxy)propanoic acid",0,NA,304704.03423808,256293.473564571,258509.005155978,258283.924710592,296309.883773396,313384.425342774
1174,318.2077,2.445844,"C19H29NO3","Homocapsaicin",3.34667168980165,NA,6172.81480086734,8693.22703317026,7836.83401756048,388664.717443322,544138.619619851,376910.385086057
1175,375.0423,2.552336,NA,NA,0,NA,502210.971168172,551803.687031946,677711.761204933,3513.14286788306,35731.1793092086,212092.42286699
1177,207.0509,11.71819,"C8H16O2S2","Dihydrolipoate",2.81003270164873,NA,264229.782837002,258254.210527781,273721.569681767,590430.392268999,603341.731991568,513160.467569416
1178,137.0244,2.224989,"C7H6O3","4-Hydroxybenzoic acid",2.75932597237969,NA,570776.167434197,619254.216720232,608601.965384161,100817.309504824,104962.100481677,140128.463605386
1179,405.1437,3.945987,NA,NA,0,NA,434689.898184891,427950.042793875,348453.284604978,600315.377344864,579927.245011004,454999.640639448
1180,543.0822,1.922136,"C22H24O14S","4-{7-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-3,6-dihydroxy-5-sulfino-3,4-dihydro-2H-1-benzopyran-2-yl}-2-methoxybenzen-1-olate",1.66663334449028,NA,472531.717324732,508485.415729764,487290.566063359,512453.612471675,529516.229560204,581766.705625757
1181,632.1298,2.346753,NA,NA,0,NA,543941.010312536,485837.29773648,428882.814150724,543045.321097543,565277.564883482,541826.834751061
1183,296.9012,13.31741,NA,NA,3.13005873004995,NA,634407.039154354,636849.721958537,676796.804701357,224505.098881801,256201.113479744,224272.556052484
1184,513.2164,2.656461,NA,NA,3.26183010193611,NA,498029.19468093,650001.697745439,700162.985605767,13747.211420183,17865.4771686614,18959.7286833341
1185,281.1186,2.500475,"C18H18O3","Isoeugenol phenylacetate",1.77715352002585,NA,299539.883694494,333682.286587275,359042.537798579,522449.432233295,532259.223730077,427434.152893023
1186,381.2319,1.931514,NA,NA,0,NA,591725.555601806,519971.30415889,629893.816467797,522667.477062584,472902.837034494,480752.06404021
1187,157.0542,13.44236,NA,NA,2.58574550288606,NA,797345.196153507,602519.208368112,784224.088088992,106555.150603138,133032.722985341,149699.360710818
1189,184.0979,2.615281,"C9H15NO3","Pseudoecgonine",2.64650692685269,NA,11999.1184794066,19288.1455160126,29149.4195356942,573261.317307588,505077.631430385,520172.053555029
1190,359.0152,13.95798,NA,NA,3.10494228190987,NA,676837.453214183,655947.26219037,642137.813592241,1694.95040090818,801.095540821687,1896.75921078714
1191,541.3538,2.370236,NA,NA,0,NA,84888.4556701497,67062.6725539508,103238.38250098,100501.306652927,118501.98451565,101007.14797553
1192,458.8044,13.76631,NA,NA,2.28828554279501,NA,89790.4967078121,66952.3595651187,44989.8006674245,594114.167138638,490349.700212184,408492.058523131
1193,310.1777,1.978417,NA,NA,0,NA,613846.858231925,671608.26106029,620986.119928927,572072.944373153,546262.354220867,525893.960060838
1194,108.9019,6.727348,NA,NA,0,NA,129147.791558574,723688.884793268,640287.957236743,528439.17901584,139771.511286851,108240.622673332
1195,154.9474,17.02461,NA,NA,0,NA,555085.259733567,453030.49272429,394668.116524212,337406.155231861,320580.535499846,309533.780309772
1196,387.218,4.012392,"C23H32O5","3-keto-Digoxigenin",0,NA,648276.509781103,697942.555652684,632042.158270211,325172.08526722,469165.173688233,438277.60122679
1197,391.2893,2.627814,NA,NA,3.10494228190987,NA,65908.9558805995,59534.0917112967,48718.9298172312,515459.407180951,481421.250765761,582382.252162865
1199,282.27155,2.4832545,NA,NA,2.49869420522417,NA,662867.708888238,681922.99788909,624494.819681318,216231.890501183,289092.785680113,242165.350380779
1200,456.8464,14.01007,NA,NA,2.22206595116222,NA,110223.689960907,321054.700403708,681050.277718102,616.172177257559,1450.57959345368,1869.50971981636
1201,360.0471,2.477107,NA,NA,0,NA,399787.606389445,504017.434028948,660141.560515473,1391.63344677829,30831.51661053,159794.031960552
1202,277.1811,2.342047,"C17H26O3","1-(4-Hydroxy-3-methoxyphenyl)-3-decanone",0,NA,472715.644164861,504757.892599829,623370.458020106,521010.012058837,517214.766850082,487861.650873707
1203,354.9243,13.4699,NA,NA,3.17723060379247,NA,627132.628060826,608657.278703882,706706.176605424,78596.8912796777,100493.571948478,96108.2150248816
1204,329.1396,4.018698,"C19H22O5","Gibberellin A105",0,NA,267708.542730646,277553.148377513,233325.985217222,163325.020024214,238922.881402466,177380.366835037
1205,805.1978,2.296833,NA,NA,0,NA,365590.202376277,364649.282124263,458112.561061702,470368.289703464,362366.617922194,509169.195699083
1206,336.0372,3.9919,"C8H15N7O2S3","Famotidine",3.02383808783312,NA,247181.712994667,256686.821340366,232125.617239535,546805.211353784,531166.740690341,498332.559738059
1207,377.004,2.65274,NA,NA,0,NA,347408.632474307,450895.144470948,672457.796879483,785.95336541831,31187.0993479597,149615.373886861
1210,415.2494,2.475436,"C25H36O5","Colupox a",1.40670285417999,NA,360587.414338752,332047.320274207,403778.016456037,563532.092164457,594511.194222356,429811.18438217
1211,885.2047,2.276583,NA,NA,0,NA,568497.279763322,562833.096423153,556330.22777578,481191.458917952,539052.005284155,462023.002297944
1212,300.0677,7.041756,NA,NA,1.51396644784421,NA,710966.503805616,613747.681298864,525900.777665393,374742.46924876,337907.576694935,347776.007896989
1213,367.3582,2.234447,"C24H48O2","Tetracosanoic acid",1.4306963323694,NA,609255.181354114,519776.686482875,629329.530505977,385786.926303997,339426.332551142,295940.955656665
1214,207.1391,2.260995,"C13H20O2","Eremopetasinorol",1.49697238475291,NA,380364.998113774,306393.57624163,404544.173421673,476489.092302039,489799.203789261,466962.167175618
1215,717.5259,4.099864,NA,NA,3.2215303837162,NA,623618.865931898,620764.143121526,604042.251173921,1325.81939069351,654.3747457994,1390.69723561561
1216,150.009,2.5493805,NA,NA,0,NA,490265.963062558,559937.950092576,646131.912284104,5923.03899065546,47118.375838615,175187.269409942
1217,327.0674,6.821136,NA,NA,0,NA,695799.749074881,561799.877738838,452981.359124961,374737.223200811,309725.739828644,246570.133276594
1218,197.8081,6.90547,NA,NA,3.58113548579227,NA,647793.192752374,650186.4233751,657104.520951473,45720.7672288377,48890.6261030755,57462.7922909078
1220,876.4104,2.307736,NA,NA,1.36913499930527,NA,450166.279606997,526613.646565523,582816.102343448,317254.36817215,339254.180151649,262215.817795907
1221,528.2863,6.885989,NA,NA,2.35896238633935,NA,2564.62918911195,941.411602425908,267.019275080858,465784.579153884,569658.550008985,498712.398178269
1222,250.9817,7.1366,NA,NA,2.20763633040446,NA,708278.816443395,579273.010583486,579581.734427199,220987.194510034,215264.446646712,163834.742193075
1223,509.046,1.901831,NA,NA,2.46371939275162,NA,513996.267816559,518211.631373813,525023.381134536,508193.05847574,527208.898337683,510237.083786305
1224,197.1547,3.993478,"C12H22O2","trans-Dodec-2-enoic acid",2.49791444077395,NA,311216.98160928,295958.245364586,289894.51722681,122096.233812005,99646.6017057463,116332.359017104
1225,178.97965,11.64565,NA,NA,1.61138377904854,NA,367005.481436946,261890.037722416,343838.172204888,456191.465109352,590126.981239364,555102.49479319
1226,144.973233333333,13.4588666666667,NA,NA,2.6944336864847,NA,481076.665531133,612606.205837599,629772.051246505,154907.87916442,153584.295999566,147487.383281265
1227,102.0197,9.335075,"C3H5NO3","Pyruvatoxime",2.60574099252389,NA,55320.46050415,62926.2300112067,72570.1661923365,355179.670299663,501619.813547163,608284.742403188
1228,554.7768,13.86562,NA,NA,2.09135416109289,NA,25873.1019729686,26106.9109021647,7487.95616122848,589485.817490148,463959.422066979,351794.334619072
1229,837.41,2.289627,NA,NA,1.76308503637249,NA,16238.7367108066,17907.404794235,1896.83402049141,453999.570893658,531090.739318519,429059.68234904
1230,904.4417,2.285928,NA,NA,0,NA,317275.450271387,312688.474413412,567238.906932061,243156.325462779,109182.866499015,138195.014901399
1231,555.2655,2.739381,NA,NA,1.4482207462232,NA,331475.681014585,398545.879434185,384883.355843624,419798.676661715,571692.687111174,506279.289862022
1232,507.4419,2.260814,"C32H60O4","FAHFA(16:1(9Z)/5-O-16:0)",4.08994150684197,NA,12728.1556026326,13594.6059599243,13911.9258244721,385270.524420456,452010.578334227,437015.755155622
1233,400.307,2.52182,"C22H43NO5","3-hydroxypentadecanoyl carnitine",1.46841890804093,NA,7432.45168933608,563.513202396618,19989.9049850388,401453.151602116,470696.156277359,335977.172945865
1234,237.0358,2.061817,NA,NA,0,NA,620457.877903876,574825.813294671,590283.889131715,574400.377391305,584594.62912839,544504.389197771
1235,361.1238,11.64093,NA,NA,2.97118483015311,NA,242224.493904966,222316.628417937,235879.952565723,540920.003999455,493314.634037995,511347.013945311
1236,207.0695,1.762423,NA,NA,0,NA,233360.12278411,202000.588139186,171510.579850484,152392.160716251,164114.251830589,160264.280319019
1237,287.0327,2.014489,NA,NA,0,NA,549379.234962599,535457.58059209,580501.011989583,479472.66284455,558677.77008179,551538.845291877
1238,311.2231,2.487961,"C18H32O4","13-L-Hydroperoxylinoleic acid",1.55636156883355,NA,637963.17820336,605859.719077782,573770.575108229,348792.940761429,403744.034023472,290450.669824107
1239,525.041,1.87367,NA,NA,2.89302760011333,NA,514839.513491142,507395.956871798,520724.481602114,533995.506855126,554433.430923385,546693.107240388
1240,164.0578,7.511223,"C6H7N5O","7-Methylguanine",3.77645214409141,NA,2679.10190828262,1940.61943073865,2732.23872344148,568413.682854839,604027.211545912,602081.20114447
1241,433.0171,1.883058,NA,NA,0,NA,60851.6502105697,71259.5677260408,68567.4475421328,98086.5030907552,49945.088894128,92321.187821335
1242,273.0652,3.819711,NA,NA,0,NA,535986.477169243,499518.887016364,423197.076333577,581413.771202694,425695.519049937,438784.247119625
1243,114.056,2.764131,"C5H9NO2","Acetamidopropanal",3.10494228190987,NA,453385.164414138,402737.661863215,493254.291997177,15781.5715851088,9855.70530819108,12562.6187191129
1245,347.1865,4.013967,"C20H28O5","Gibberellin A110",1.41341269532825,NA,433251.504440542,490952.819460406,416057.136032846,466186.903340211,556893.351772729,549951.367803608
1246,388.1558,2.257878,NA,NA,2.54474389788205,NA,589946.055168314,605533.948427639,527340.244230476,273327.205660465,310111.615519553,283246.391009487
1247,428.9723,1.945572,NA,NA,0,NA,473298.684543176,486483.948586883,489347.39005614,510571.33046765,513163.61007179,459179.712554365
1248,159.0075,2.15452,NA,NA,3.00792831699372,NA,655973.919585952,679055.19361922,692401.699207669,393131.107284229,407589.97731646,383367.638569635
1249,457.2235,2.533347,"C26H34O7","Hydroxystrobilurin D",1.59356201852684,NA,280165.375974859,364889.025315105,394507.794162783,547988.147474891,511498.329048287,505603.794444778
1250,382.03,7.214956,"C13H13N5O5S2","Ceftizoxime",2.95817323736246,NA,2329.07955543386,1232.61566362495,768.92687512911,569648.411776604,546175.886765668,434772.635450674
1251,568.1174,2.362386,NA,NA,0,NA,550937.274712465,390587.561422744,431520.765155039,425799.583218987,528378.165260147,575449.787020679
1252,220.9446,13.80274,NA,NA,2.31753902384881,NA,674089.007254864,551423.565700151,360479.677639689,80050.2087120647,79938.4971979453,75331.1885928234
1253,277.1446,1.979989,"C16H22O4","Alpha-CEHC",1.67409454964566,NA,368776.396416501,442691.859379018,383271.268518966,449815.799963155,508230.27005996,490150.608115252
1254,156.9272,13.600935,"C2H6S4","Dimethyl tetrasulfide",3.09627532133351,NA,642622.768223217,623842.681322706,712720.093299248,116558.219449195,139873.335518597,143911.179550183
1255,162.9824,3.460582,NA,NA,0,NA,592455.209116597,370273.188342817,500254.074877585,268725.086251718,251910.019294659,357163.554856032
1256,631.1714,2.35145,NA,NA,0,NA,454437.102661363,391612.666406118,492483.481583593,454393.882934027,523596.338922644,382663.433867261
1257,575.9097,13.37726,NA,NA,2.97955584463343,NA,677550.48617071,670763.435843048,536067.785855951,17837.3642404725,14215.7582669367,9723.73560750221
1258,646.7927,13.92801,NA,NA,2.64443355168107,NA,250473.464090357,464196.834712214,638937.68175732,1232.34435451512,467.550266804354,323.1011072249
1259,657.2232,2.317097,NA,NA,0,NA,379926.589613335,543736.445364026,467050.172623091,408629.649813367,493919.025899623,364677.893950055
1260,325.2749,2.303064,NA,NA,2.3094583945033,NA,209781.604452933,238393.87126083,271492.235725792,483898.801190286,478477.933803751,563569.690194695
1261,567.5359,2.271906,NA,NA,2.02552054664987,NA,535574.595520073,490516.45795496,432351.959595561,210053.095227102,177069.50240333,148839.249992247
1262,153.092066666667,2.57685966666667,"C9H14O2","Methyl 2-octynoate",2.93704216591549,NA,103473.629963134,74645.1150332679,87073.5784898457,559755.414554781,508355.178363456,504207.063393305
1265,366.258,2.740975,NA,NA,0,NA,615000.280947492,609108.978438505,506751.950157945,484684.277642255,520660.064558795,480532.121720232
1266,402.0309,1.900261,NA,NA,1.47843045244271,NA,429689.531685656,432687.443824595,466348.499150441,506692.307231627,462819.988372836,503274.254925609
1267,786.7861,13.46454,NA,NA,2.9625336603565,NA,523046.657106067,551308.640127907,600133.022508909,805.98373031368,587.86131872263,1818.90352229921
1268,381.954,13.36593,NA,NA,2.91200574490029,NA,620093.216251364,598468.359812974,581433.031135633,106886.033154671,96089.3169048857,77866.2671296009
1269,882.7643,13.48309,NA,NA,2.24256601006173,NA,471246.320772352,549432.374571762,629585.026957569,2304.44578986728,378.5396511575,181.987671840531
1270,187.0976,2.312414,"C9H16O4","Azelaic acid",1.78057266549232,NA,541133.016525264,480360.771893938,539461.146577072,221019.815390007,141726.223532002,210873.008146048
1272,310.1744,2.495778,NA,NA,1.46483251488506,NA,125995.719194257,89180.4101427945,134853.043644311,46986.3906038861,56454.6308441091,34555.186551611
1273,328.2941,2.32769,NA,NA,1.65068361122989,NA,3848.32185909487,211.178517663427,7997.83002097728,470637.650419962,536166.985384701,493325.56309179
1274,154.0622,16.76141,"C6H9N3O2","L-Histidine",3.26264830419629,NA,6489.30325119443,4368.38991188682,3520.11731931855,585154.489538249,508164.83258538,520768.136170014
1275,289.0332,13.96136,"C7H15O10P","D-Sedoheptulose 7-phosphate",2.40645919206501,NA,561536.788088135,588035.58530746,626013.284065128,215192.696093874,175383.973910114,159854.46743874
1277,331.15545,2.505178,"C19H24O5","(R)-Marmin",0,NA,467923.529958579,403530.248183983,485023.007356386,524199.70459439,552908.31716606,459323.745578068
1278,242.0765,4.015551,NA,NA,0,NA,313540.777808444,403311.622844907,448785.389429282,341472.223922931,465696.791907769,570408.339232253
1279,327.1967,3.9919,"C21H28O3","Megestrol",0,NA,597157.836476065,561258.59385409,576864.120825878,475655.447591632,473503.414155452,444921.90300196
1280,280.2364,2.298389,NA,NA,2.76371472255197,NA,195756.054676392,221778.012051307,221173.173513272,441552.320616916,469382.222651003,406761.813166098
1281,97.02955,11.66291,"C5H6O2","2-Furanmethanol",3.44887950764228,NA,250927.50251976,247825.103859679,261121.805382101,482790.168184673,482309.59627269,473063.522843196
1282,793.1978,2.276586,NA,NA,0,NA,467384.077269488,475869.893995942,657700.162288748,469306.68036401,478165.0272549,513031.908363801
1283,278.9814,11.91606,NA,NA,0,NA,676403.777720402,564391.705030098,559030.778734627,429028.859570881,509002.119255641,535799.733946379
1284,397.0161,1.883075,NA,NA,0,NA,480747.776603362,515363.611196651,534097.272242958,523980.324407441,507521.902061593,536455.668121889
1285,305.0688,14.05217,NA,NA,2.51891584818491,NA,553425.73551536,465872.369529991,616947.037906906,103791.437161026,104556.564204235,137871.32987651
1286,238.9105,13.94451,NA,NA,2.27296327295901,NA,224098.949593437,358499.874836492,564496.696534446,29009.7294829698,23663.4330441708,25437.0883984642
1287,197.082,2.220269,"C10H14O4","Guaifenesin",1.46225644097038,NA,611698.513488874,602240.452724796,571904.542481295,473110.44665764,487586.165131008,494283.966617076
1289,567.1589,2.360828,NA,NA,0,NA,368172.77296272,421103.968690992,482554.464016634,547852.894820502,431305.046299092,448044.402708379
1290,330.1794,2.414197,NA,NA,2.91182846013565,NA,413429.452416919,394616.180660233,391363.171314093,489620.999527444,504462.088788335,496754.132973577
1291,207.0664,6.634661,"C11H12O4","(R)-2-Benzylsuccinate",1.33943806524239,NA,470620.463194271,425646.640899109,335374.879945002,555695.641121249,545749.613949196,521761.57475512
1292,196.9833,13.73304,NA,NA,3.0130089352547,NA,618814.093684554,607417.438512021,493663.906212934,61838.6295640017,47247.6368590296,52101.5717259406
1293,565.5204,2.272842,"C36H70O4","FAHFA(18:0/9-O-18:0)",2.05787780457193,NA,875.055882121889,2055.10041662987,9777.76832106451,503814.420709612,521309.548611427,386732.269467251
1294,874.3947,2.315145,NA,NA,2.80274701700261,NA,1752.31316268937,1853.9250919084,569.493391666229,503033.618009453,483282.159515961,415266.476617687
1295,138.9707,2.560009,"C2H4O5S","(2-oxoethoxy)sulfonic acid",0,NA,420076.6850933,276817.24681675,305496.087841732,358925.920831237,469218.482243758,548222.387601512
1296,156.928,13.47195,"C2H6S4","Dimethyl tetrasulfide",2.35664603802314,NA,585120.699845503,517242.655417502,579426.508699237,116558.219449195,129459.778184958,78420.6385594792
1297,270.0468,7.445834,NA,NA,2.91778928339876,NA,231958.272253959,227488.723755279,217094.426387317,561813.296091055,575713.521591828,487838.29416716
1298,149.0607,4.013978,"C9H10O2","Hydrocinnamic acid",0,NA,616238.787712981,569380.297350249,515319.501811131,432515.573803025,436129.030411698,395281.894578942
1299,167.1442,2.472314,"C11H20O","10-Undecenal",1.41390802840086,NA,429956.010967495,369764.914994777,475706.361380038,553539.896945057,544086.680458414,502661.627976819
1300,213.044,2.411,NA,NA,0,NA,480624.388220487,517670.0140493,525911.635710604,395780.361498367,443006.029702119,509224.959835962
1301,555.2601,2.558573,"C32H36N4O5","Quinidine barbiturate",0,NA,25058.8817368906,19040.4886880876,42730.4962907394,75488.3694132963,38787.4908461588,56624.8217837511
1302,157.0562,13.21979,NA,NA,0,NA,11440.3705329393,7446.96701437249,1966.63573970342,1986.8214322407,116.398497384348,1811.11795345042
1303,285.1346,2.104786,NA,NA,2.3626704085726,NA,395644.464444923,388722.299378835,424184.161280339,534559.504700965,515344.370155138,515816.514382182
1304,430.2315,4.010817,NA,NA,1.41737991476289,NA,273890.950125239,272650.472370074,240796.874304121,275254.889824919,344926.797342664,342103.247794538
1305,242.0601,2.495795,NA,NA,0,NA,387878.150868727,545602.70772723,592523.748743763,5836.64039624654,58667.640158203,185192.503937526
1307,513.2133,2.542817,"C28H34O9","(7alpha,10beta)-1(10->19)-Abeo-7-acetoxyisoobacun-3,10-olide",0,NA,29709.8202608568,27362.100437862,22298.7021045367,24665.582097538,17865.4771686614,28559.1890944797
1308,394.8781,13.36106,NA,NA,3.00857011962356,NA,589917.987338132,564278.557803265,548489.167984298,94450.0952649598,126351.155793889,117671.866137539
1309,437.1182,2.384336,NA,NA,0,NA,399580.23465587,471749.245383388,543111.444102721,507011.266946914,441842.631611456,452106.620574847
1310,148.0331,13.21317,NA,NA,1.79783875298065,NA,16890.4166926545,13958.6666097172,66786.93864069,338305.137084904,514948.028380851,573771.218376879
1311,363.1664,2.731386,NA,NA,1.59508080075369,NA,466216.12532418,566119.589890938,570278.494812794,257946.26998807,335431.712185865,318395.898691132
1312,159.9921,13.446,NA,NA,3.63717836515201,NA,560330.531809874,612749.584936434,599174.85541725,105951.664323647,113505.652375825,119397.537472874
1313,487.1514,2.343628,NA,NA,0,NA,402345.411243375,320427.500206247,377964.675913158,456772.345691317,351576.379400801,392607.25972055
1314,343.2855,2.34697,"C20H40O4","10,20-Dihydroxyeicosanoic acid",2.25157937753243,NA,467998.267435807,426447.674360582,454404.649418608,510341.076654044,541638.399458808,528990.086152782
1315,197.8854,13.79161,NA,NA,0,NA,587193.536621871,575696.75796015,386804.343474891,322640.437909825,339831.966642447,222597.977512719
1316,549.1483,2.343617,NA,NA,0,NA,418876.372590842,423381.473430698,410226.033365531,439329.14087891,396328.765043046,384558.927923111
1317,365.2005,1.900267,NA,NA,0,NA,447190.869467938,485734.487142354,410847.268666518,511690.932482612,521837.547845781,391632.409181071
1318,136.9913,2.503608,NA,NA,0,NA,327747.722816901,346776.355001701,419205.858347586,258194.932660843,366196.813183182,518014.867066249
1319,111.9471,13.72389,NA,NA,2.25830488804549,NA,106176.297841776,59801.5882052233,87644.135526757,528601.997267632,381596.236573268,454611.821991168
1321,280.1306,1.97215,NA,NA,0,NA,548431.092652083,610533.766553203,549449.99418907,431963.021879982,447352.19309227,460390.173871131
1322,240.9523,13.4409,NA,NA,3.1798708194379,NA,453872.554029992,503757.239865869,586868.258338274,71652.602227178,73678.1751903891,67331.8377554038
1323,415.0578,1.947136,NA,NA,0,NA,496779.570853291,470694.464260953,459725.313164638,473584.880157591,450256.286695077,482368.250813609
1324,321.0803,11.64557,"C16H18O5S","[1-(4-methoxyphenyl)-3-phenylpropoxy]sulfonic acid",0,NA,514099.733543501,480054.007310384,465697.016437795,515503.56936641,480157.984720619,525412.811905983
1325,135.0299,11.46698,"C4H8O5","Erythronic acid",2.58489304351193,NA,134150.029246488,143403.773377233,120668.226336634,505174.482486008,404553.737184268,390081.037268338
1326,590.8319,13.41736,NA,NA,3.93438294427313,NA,561026.283788602,500802.741257169,528798.767772868,23388.7512564172,26146.389058333,26567.241572555
1327,619.1539,2.340495,NA,NA,0,NA,426242.361859707,351634.016640901,458483.174951804,364295.107832785,474941.86482985,481901.603280735
1328,211.2069,2.05707,"C14H28O","2-Tetradecanone",1.46037197007165,NA,558517.790259853,460663.595818529,554523.582008366,348154.639800097,313343.77682003,340413.87667396
1329,294.1196,11.64726,NA,NA,2.68767451768487,NA,208962.464091329,205609.406712878,234115.187829836,473237.210252621,427535.006564063,436163.138047068
1330,351.1118,1.870336,NA,NA,1.48372911727066,NA,413241.563059588,349265.371698836,304752.200948415,215374.877031731,177439.04317906,177753.587541726
1331,507.1011,2.156131,"C19H24O16","6-[2,3-dihydroxy-5-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}carbonyl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0,NA,492603.848211774,501243.548626144,552976.864547731,513149.906108514,505690.533098124,511335.919509702
1332,607.0441,1.84545,NA,NA,0,NA,500150.792432867,488552.275447514,521345.606106721,386598.728378399,489607.586430961,482214.193870014
