"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-process-blank-A","nega-process-blank-A-end","nega-process-blank-B","nega-process-blank-B-end","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
11849,215.0523,13.34736,NA,NA,2.31523540310331,FALSE,2368,1917,784,849,212,2216,36,43139.33,40084.22,49942.45
11851,244.0355,2.665261,NA,NA,0,TRUE,4140.578,3383.977,19007.21,192,39579.75,1244,49999.68,231,1540,8807.017
11852,276.8606,13.92185,NA,NA,0,FALSE,28362.21,7348.153,23492.72,1021,2146,1280,1145,509,3107.545,10
11853,530.8457,13.68276,NA,NA,1.61156130295631,TRUE,707,261,2304,38855.68,1623,53887.51,559,17785.69,20535.15,27437.2
11854,420.1443,11.67742,NA,NA,1.64681493713645,FALSE,5978.488,6337.867,13783.09,2259,1456,1549,862,33962.36,38052.23,36288.79
11856,665.5515,3.831767,NA,NA,0,TRUE,35706.75,26978.12,25974.58,33917.17,38461.64,31119.31,37172.29,32923.58,32941.07,44334.17
11859,112.955,3.778935,NA,NA,0,TRUE,25099.33,20119.89,22079.97,41843.72,19350.43,45055.23,20474.38,26030.52,21282.42,23485.59
11861,382.2172,2.630492,NA,NA,0,FALSE,201,2657.665,3148.995,3184.46,10025.75,583,3795.847,24319.88,21086.35,47749.29
11862,128.0176,4.270184,"C5H7NOS","2-Acetyl-4,5-dihydrothiazole",0,FALSE,532,739,4,821,2045,1424,1563,13596.04,16984.95,40851.93
11863,391.1977,2.673217,NA,NA,0,TRUE,34402.62,28279.23,44595.31,24723.39,36081.28,18405.82,25589.81,19278.15,25053.55,30804.48
11866,175.0512,9.804525,NA,NA,2.19000957115907,FALSE,2185,693,2335,2371,593,1244,2379,47898.22,51375.88,55228.47
11867,566.1376,2.497772,NA,NA,1.44497814152385,TRUE,983,657,2024,42397.68,20444.81,14168.3,21161.35,6505.279,7339.879,4196.233
11868,83.01366,2.850175,"C4H4O2","4-Hydroxy-2-butenoic acid gamma-lactone",0,TRUE,36871.02,30628.87,32275.85,36804.91,34755.53,42846.16,34163.89,33556.45,31355.23,38940.18
11869,642.2996,2.673296,NA,NA,0,TRUE,3642.144,5147.293,20439.19,468,19028.63,6188.453,24146.6,8946.108,7995.045,1713
11870,626.8074,13.92122,NA,NA,2.70905321526569,FALSE,26472.27,21742.98,36876.42,2012,752,2263,2427,1387,1628,2019
11871,228.1687,4.010695,NA,NA,1.44898939842649,TRUE,33227.52,32086.83,46987.79,24322.01,27972.66,26761.02,35995.99,15510.33,6861.792,11984.99
11872,351.3018,4.023529,NA,NA,2.23820743005964,FALSE,1980,870,605,1318,535,2431,1026,25579.81,44479.36,31639.52
11873,459.0838,2.13869,NA,NA,0,TRUE,36023.07,40471.13,32275.82,31804.37,20179.26,23996.57,27378.23,22036.25,15102.4,37699.18
11874,277.0072,1.230953,NA,NA,0,TRUE,43888.22,24682.79,17662.43,53459.74,3609.065,53441.38,4052.498,16568.47,11694.28,12285.57
11875,239.0063,2.512072,NA,NA,0,TRUE,6186.1,15647.37,18978.4,2335,20424.45,11093.65,33272.39,178,2157,1650
11876,89.94096,8.454928,NA,NA,0,TRUE,12396.72,12259.2,7962.911,9715.081,55695.77,8455.563,20009.19,9896.669,8710.832,8020.697
11877,183.0605,11.10102,NA,NA,2.69194807875734,FALSE,1909,2011,1307,2129,1325,1880,1709,29367.81,40027.64,54686.8
11878,370.2348,9.423798,NA,NA,0,TRUE,2058,1741,51,37160.28,54251.21,42054.39,51131.13,2506.861,1375,2649.024
11879,362.0764,11.36589,NA,NA,0,TRUE,40663.93,33287.75,30067.13,48249.62,38981.64,45457.6,39312.48,28677.01,32937.95,34782.12
11880,385.179,6.799371,NA,NA,0,TRUE,42492.47,39913.09,31423.21,47408.17,39100.55,32801.29,40298,37584.76,38228.37,30692.9
11881,387.2028,2.631675,"C19H32O8","5a,6a-Epoxy-7E-megastigmene-3a,9e-diol 3-glucoside",0,TRUE,8705.034,20142.86,13029.28,16831.84,32612.1,11196.08,20409.65,9839.462,23014.41,9749.121
11882,372.0406,13.46057,NA,NA,2.49480930848082,FALSE,605,1642,1072,231,391,802,1292,35865.96,57149.31,51240.45
11883,481.9858,13.80469,NA,NA,2.31523540310331,FALSE,39143.62,31509.57,23498.8,1285,1011,2118,1355,613,1591,531
11884,577.3019,4.003122,NA,NA,1.4622816225714,TRUE,18553.72,19438.75,13929.71,27376.56,17577.24,21353.54,16924.59,25612.45,33106.07,30912.77
11885,311.3454,1.98538966666667,NA,NA,1.49650893370662,TRUE,34260.45,27441.3,30404.27,31308.4,51378.25,33454.8,43300.46,12311.41,7816.572,15568.5
11886,220.179,2.435613,NA,NA,0,TRUE,53303.1,21568.28,23926.68,18287.11,18704.55,50813.08,16142.51,34388.84,25250.37,28552.19
11887,257.2381,3.89722,NA,NA,0,FALSE,278214.2,34972.64,478082.5,439657.9,20534.31,40402.14,36097.93,692729,644990.5,549594.8
11888,361.1176,6.808295,"C21H18N2O4","Zanthobisquinolone",0,TRUE,42497.85,45660.41,37912.82,36095.47,36174.32,41053.73,28391.36,33450.47,29552.7,34966.33
11889,492.1729,2.665355,NA,NA,0,TRUE,11380.56,21608.55,10932.4,35479.32,3553.545,21069.26,5604.686,21816.99,20596.25,24304.52
11890,228.0493,11.02407,NA,NA,2.79317412396815,TRUE,37233.96,30980.44,28822.77,38473.07,54286.4,36667.69,52541.73,1193,1057,1947
11891,590.3422,2.517489,NA,NA,0,TRUE,7346.236,11771.81,19206.92,23713.74,27052.8,14224.77,16986.93,13531.97,15932.36,11144.39
11892,115.0012,11.62019,NA,NA,1.45006535377434,TRUE,34168.23,30140.41,26815.69,19723.32,18984.39,19681.4,19691.79,23506.07,21284.77,20385.68
11893,688.8858,14.04627,NA,NA,2.49953024377493,FALSE,23994.85,22490.03,42356.97,2127,1892,943,467,868,505,362
11894,490.3625,2.55423,NA,NA,0,TRUE,17527.7,18107.62,24502.92,15464.07,8677.389,7685.248,17824.86,15855.04,14146.07,17227.38
11895,253.1601,3.88678,NA,NA,0,FALSE,4529.443,18648.41,9126.894,16181.45,3342.863,14653.48,3351.354,41987.13,15629.6,28037.8
11896,389.1395,2.515622,"C24H22O5","Mesuagin",0,TRUE,9524.447,14037.45,12819.74,33616.66,25913.81,44086.11,7724.283,23901.03,11960.56,15510.36
11897,227.0663,2.639967,"C9H12N2O5","Deoxyuridine",0,TRUE,59027.02,61636.09,94204.65,17960.8,170364.2,40549.14,139616.6,1707,4593.662,46168.44
11898,353.2449,2.636806,NA,NA,1.85226185888001,FALSE,2920.317,776,3202.395,2261,516,864,127,35776.07,45905.62,37114.57
11899,284.1224,2.701837,"C16H19N3S","Isothipendyl",0,TRUE,40860.05,43729.27,37802.76,36347.89,41816.42,28583.55,41204.72,43098.02,45169.56,43688.73
11900,681.3267,2.444072,NA,NA,0,TRUE,15588.11,11243.92,10476.42,25687.66,29210.26,14597.69,23913.1,16377.3,19255.49,19179.92
11901,675.3026,2.509977,NA,NA,0,TRUE,6117.1,10936.3,28880.99,15321.45,17033.94,7209.845,15435.65,7878.321,13827.48,10700.88
11902,157.0143,2.576039,"C6H6O5","Zymonic acid",0,TRUE,6229.505,11517.78,7125.876,17384.72,29840.87,8018.336,27860.89,9040.768,9424.804,8123.805
11903,451.0949,2.4149985,NA,NA,0,TRUE,7147.5,25476.83,18003.64,23296.44,36502.09,7367.771,56374.61,8526.249,4781.08,12388.87
11904,599.2863,4.005967,NA,NA,1.83386602969489,TRUE,5098.481,6301.055,9045.062,39187.46,23450.55,20881.42,18010.39,19410.07,25642.8,26246.99
11905,254.0154,14.00089,NA,NA,1.52879633052975,FALSE,7915.896,15503.67,20342.84,1746,2468,2273,1673,1631,196,391
11906,549.32535,2.016915,NA,NA,0,TRUE,21998.23,12177.58,12315.9,17314.89,15155.72,14001.3,42637.49,12308.75,27404.65,12923.88
11908,189.1286,2.42997,"C13H18O","beta-Damascenone",1.39312442247756,TRUE,6080.182,8320.994,5351.671,9007.842,26618.24,16658.55,50645.98,17268.86,27040.22,13102.07
11909,208.4506,7.159025,NA,NA,0,TRUE,519,991,640,42227.92,23554.48,20331.42,29474.11,2027,451,1188
11911,175.1085,16.5735,NA,NA,2.37684378267784,FALSE,1753,1938,629,2468,1882,1359,2155,49975.07,56275.39,55734.53
11912,255.1605,2.650092,"C14H24O4","5-Nonyltetrahydro-2-oxo-3-furancarboxylic acid",0,TRUE,214511.8,237093.9,261620.3,284133,452055.1,274902.9,409199.2,334469,292334.3,315994
11913,576.3262,2.583003,NA,NA,0,TRUE,15231.52,11201.28,7399.642,21262.29,26709.71,17848.72,24134.41,20330.01,21260.25,8525.279
11914,156.9443,14.30173,NA,NA,0,TRUE,24931.06,25216.62,14246.23,39692.48,34441.49,37283.28,33031.65,13934.23,15834.62,19286.23
11915,158.944,13.91557,NA,NA,0,TRUE,9643.64,18559.25,25601.49,21201.84,37115.35,24343.9,50556.16,27812.85,23622.06,21008.04
11916,224.1116,11.07109,NA,NA,0,TRUE,807,1426,8,10474.84,12804.07,8841.616,9896.244,835,618,2314
11917,210.036,12.78576,NA,NA,2.66192218497913,FALSE,1848,890,1891,1008,217,538,1372,46641.71,50927.28,50542.17
11918,406.2672,2.524097,NA,NA,0,TRUE,3742.384,9822.437,6156.647,11537.63,8528.562,10629.49,5997.496,45687.39,24294.2,9852.937
11919,404.1797,4.024957,"C26H28ClNO","Toremifene",0,TRUE,17632.46,20317.12,15387.35,11010.34,8031.139,16648.13,6740.675,13201.64,5372.345,9415.425
11920,330.0864,3.114469,NA,NA,1.38102152204197,TRUE,39635.5,31053.37,23562.46,38249.42,1937,30440.64,6742.998,16696.77,18136.1,16485.04
11921,447.2669,2.453514,NA,NA,0,TRUE,26862.3,36877.05,11488.83,43423.79,44579.38,42519.82,41628.36,28269.76,14516.48,45870.37
11922,95.96888,11.0805,NA,NA,0,TRUE,1825,1923,879,33238.17,44009.83,41399.7,37369.65,546,2359,1626
11923,742.539,6.809645,"C41H78NO8P","PC(15:0/18:2(9Z,12Z))",2.10314873445574,FALSE,48761.31,49421.08,43469.6,633,666,1346,220,1699,589,281
11924,446.0636,14.05812,NA,NA,0,TRUE,2239,2189,786,118,46634.96,149,50858.52,1635,2365,2306
11925,773.2548,2.157077,NA,NA,0,TRUE,18857.03,29570.9,14353.86,22059.63,50737.82,13543.87,20306.03,18760.62,28696.11,32070.13
11928,144.0302,7.304869,"C5H7NO4","2-Keto-glutaramic acid",2.03180200473017,FALSE,32574.78,32822.29,35578.36,6583.531,6812.157,4379.02,9286.38,52139.78,51541.11,46936.21
11929,641.2424,11.05544,"C38H34N4O6","(E,E)-4,4''-Bi(N-4-hydroxycinnamoylserotonin)",1.40394198386197,FALSE,1991,1163,4873.572,902,2409,1730,332,13366.28,29454.73,56375.32
11931,535.8881,13.29002,NA,NA,2.27149200993641,FALSE,22019.79,45133.95,36247.07,129,199,2098,561,1073,556,1539
11932,658.9757,14.02819,NA,NA,0,TRUE,1971,197,2263,192,40391.77,2187,41233.11,2457,1808,622
11933,467.3496,2.695146,NA,NA,0,FALSE,1902,119,1564,1973,3224.457,1987,1299,21041.1,9733.542,14190.58
11934,683.4161,2.298462,NA,NA,0,TRUE,8118.406,13373.84,3832.3,22088.19,31446.83,15114.91,36022.24,18140.87,15081.31,25608.77
11935,225.1247,2.629167,"C11H18N2O3","Pentobarbital",0,TRUE,8006.224,11417.98,16529.97,7336.943,29096.98,6646.342,28428.51,8163.166,35355.5,28491.58
11936,743.1448,2.072852,NA,NA,0,TRUE,16100.75,18732.62,23511.97,16654.88,26092.74,27681.04,36389.19,33403.65,28883.78,35895.87
11937,555.333725,2.4434595,NA,NA,0,TRUE,38871.05,38199.73,40960.32,48817.67,69773.54,58841.14,81792.84,65753.95,69691.13,39876.62
11938,298.1048,6.316049,NA,NA,0,TRUE,7809.205,8383.511,7338.045,12612.16,3776.678,7387.853,867,6084.902,3692.25,5103.438
11940,609.34715,1.897235,NA,NA,0,TRUE,16600.34,13507.37,10597.38,18122.6,29174.51,13916.54,15686.25,8728.295,12794.97,12409.88
11941,208.9623,13.53019,NA,NA,2.37066176970411,FALSE,1376,3502.449,2149,256,2141,573,210,40411.53,44953.91,58174.27
11942,194.8185,14.57693,NA,NA,0,TRUE,13224.03,11532.64,10125.61,48660.89,3995.938,45920.6,2024,15680.62,13301.01,10579.7
11943,167.0544,2.427097,NA,NA,0,TRUE,33894.57,15164.72,18746.18,7413.742,8106.293,11751.36,8726.06,18253.55,8854.761,4776.805
11944,100.0122,11.66983,NA,NA,2.1374035542689,FALSE,4640.81,7227.091,4313.896,4334.92,3332.389,1250,6482.907,20254.26,20501.35,23681.42
11945,377.07555,2.5005765,NA,NA,1.90014678011562,TRUE,7088.584,6164.086,11124.04,5492.147,8070.112,1546,10877.78,1451,838,1588
11946,572.79105,13.87155,NA,NA,1.40022606085361,FALSE,25110.86,12211.21,10960.28,1441,2158,1124,1363,1777,279,1630
11947,403.1349,13.65742,NA,NA,2.46253351891969,FALSE,1911,1233,2315,492,523,1000,32,52395.75,42617.21,27523.21
11948,133.0693,11.06764,"C6H14OS","(+/-)-3-(Ethylthio)butanol",1.60791888020184,FALSE,86,79,1848,2321,789,1967,1546,50204.47,51865.63,50709.48
11949,386.1128,7.234252,NA,NA,1.3770403358095,TRUE,201,3082.342,242,4145.254,8987.543,3805.079,20245.79,17760.13,21936.59,23124.1
11950,166.0955,2.606515,NA,NA,0,TRUE,8018.145,5100.269,5559.067,36645.3,9983.099,44747.24,714,11113.42,7714.69,3905.34
11951,296.0946,2.612795,NA,NA,3.54842846296193,FALSE,2725.804,3093.313,2673.086,2812.029,2734.006,968,4043.429,40635.25,37915.5,45315.43
11954,362.1911,2.47583,NA,NA,0,TRUE,8471.093,1025,9732.73,18305.34,55529.9,23758.63,72772.74,18312.15,18524.18,8864.868
11955,187.0099,8.837696,NA,NA,0,TRUE,8030.706,16744.21,17390.67,9480.122,24174.49,5112.608,26024.03,21801.29,15783.1,54753.48
11956,220.9312,13.99878,NA,NA,2.46451599677331,FALSE,29054.73,27041.57,14292.79,2275,193,2327,1401,1828,1605,1417
11957,253.0355,2.930373,"C11H10O7 ; C12H14O2S2","Benzoyl meso-tartaric acid ; Bis(2,5-dimethyl-3-furanyl) disulfide",0,TRUE,7494.324,8847.177,8621.627,14458.05,10678.59,9569.116,11809.83,9253.634,8013.488,5838.137
11958,328.2004,2.447828,NA,NA,0,TRUE,22371.16,6533.46,12451.57,26912.62,20235.35,14198.49,13318.75,18523.15,9384.815,8842.665
11959,216.8304,2.5692,NA,NA,0,TRUE,54163.08,11950.01,12384.84,4730.303,22270.13,1910,4262.495,7381.694,2011,6114.054
11960,299.0772,11.06813,"C13H16O8","Dimethyl fukiic acid",0,TRUE,11183.25,8444.928,9414.363,46818.12,49061.32,51300.8,54691.83,13626.93,18488.77,22454.58
11961,399.1297,4.004069,"C18H24O10 ; C22H25ClN2OS","3,4,5-trihydroxy-6-[(4-hydroxy-7-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-5-yl)oxy]oxane-2-carboxylic acid ; Zuclopenthixol",0,TRUE,23138.18,34049.23,9159.929,32515.9,4531.649,27880.63,8536.845,26063.53,17362.85,25183.42
11962,557.197,2.409653,NA,NA,0,TRUE,7795.811,7825.063,24412.07,23696.65,21091.21,39361.83,23361.38,7401.281,27568.48,21571.24
11963,285.0617,11.09695,"C12H14O8","3'-Methoxyfukiic acid",0,TRUE,10636.81,7832.665,5955.619,55787.88,42961.34,49308.59,39124.64,15348.58,14710.05,21159.83
11964,410.9166,13.42739,NA,NA,1.57438427542307,FALSE,20228.14,18609.92,18442.26,3446.387,961,466,838,253,896,2307
11966,289.1848,2.056476,NA,NA,1.86458109497215,TRUE,1314,4531.702,2913.983,37123.64,20386.14,28088.44,40071.84,34615.87,27327.89,28714.73
11967,931.11955,1.830606,NA,NA,0,TRUE,8527.396,15550.3,8055.713,5501.717,26155.47,15329.37,11778,16519.75,17987.55,16925.62
11968,389.1612,2.519425,"C21H26O7 ; C22H22N4O3","(2S,4S,6S)-2-[2-(4-Hydroxy-3-meyhoxyphenyl)ethyl]tetrahydro-6-(4,5-dihydroxy-3-methoxyphenyl)-2H-pyran-4-ol ; Tryptophyl-Tryptophan",0,TRUE,68194.2,38929.13,82244.78,34934.74,126801.2,105740.8,100052.7,62887.95,46773.17,39445.05
11969,236.796,7.01406,NA,NA,0,TRUE,18394.85,16875.81,15579.14,45152.36,162,24746.23,206,26848.85,16572.26,21039.53
11971,286.1297,6.926563,NA,NA,0,TRUE,22585.36,18016.4,17308.85,17259.3,1825,20213.49,295,20323.15,18755.57,18197.94
11972,195.9405,13.68968,NA,NA,0,TRUE,12309.57,32790.7,39456.31,2325,40758.88,1320,30108.19,182,4125.408,16030.65
11973,245.0303,13.77698,NA,NA,1.40505526330492,TRUE,29653.87,19917.31,21260.68,49,52564.04,935,50394.73,11406.19,7114.898,11765.47
11974,440.992,6.714345,NA,NA,0,TRUE,48770.14,39529.96,31875.98,37124.61,2761.278,42246.58,149,27193.36,27089.33,18864.79
11975,293.253066666667,1.924137,NA,NA,0,TRUE,11276.08,20497.83,30834.17,28928.69,14786.13,17779.16,37274.43,30893.04,13673.71,17839.17
11976,501.2492,3.983218,"C28H38O8","Cavipetin B",0,TRUE,4225.295,13846.67,9232.672,36745.56,25549.05,17323.37,3441.974,31066,29751.33,17710.63
11977,286.1533,4.00975,"C11H21N5O4","Arginyl-Hydroxyproline",0,TRUE,40037.64,30475.33,26918.79,34118.64,45855.23,32539.75,38422.81,26265.73,24270.22,33308.25
11979,651.0506,1.8321,NA,NA,0,TRUE,14349.2,25045.17,34007.44,25951.05,34866.47,27730.19,21959.76,19284.14,35074.05,18966.98
11980,669.061,1.850958,NA,NA,0,TRUE,30824.26,23479.83,7816.643,11816.39,27708.82,9307.317,19329.14,20199.88,25579.11,18599.25
11981,582.2045,2.722867,NA,NA,0,FALSE,3263.109,9758.913,13104.38,6213.261,8773.977,2687.612,14091.09,27759.89,32650.59,38249.08
11982,953.7105,13.49258,NA,NA,2.53070829415314,FALSE,28298.6,49665.23,35153.32,525,2278,1525,2117,960,1072,1954
11983,355.9277,13.40042,NA,NA,1.53579371565622,FALSE,39875.9,29087.27,49762.25,723,3679.755,1480,5406.055,497,1073,4992.593
11985,180.9894,3.469482,NA,NA,0,TRUE,26438.81,31452.88,26467.57,30556.28,13019.9,32727.65,16933.73,26162.28,25191.76,18053.02
11986,508.2188,2.51887,NA,NA,0,FALSE,7751.05,11828.37,25019.98,7614.904,7770.182,5511.697,8598.741,18149.56,9656.782,27838.87
11987,617.3575,3.807712,NA,NA,0,TRUE,43191.6,33081.68,31424.87,33124.76,39024.46,38672.29,36756.59,43910.59,47815.12,35380.75
11988,360.1537,4.011755,NA,NA,0,TRUE,19612.16,23277.27,20254.87,29962.8,19992.29,23419.24,14183.64,16645.11,10994.23,22727.91
11989,524.2761,2.515378,"C27H44NO7P","LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0,TRUE,17226.79,6788.699,5268.35,20172.29,11821.26,26259.74,7618.642,29189.42,6498.678,15341.17
11990,477.3071,2.600687,NA,NA,0,TRUE,21228.05,17168.21,16410.05,21922.79,30795.25,30880.29,30423.74,11973.43,16136.98,10134.76
11991,656.4979,2.246958,NA,NA,0,TRUE,14475.86,38472.29,31476.13,70334.59,64675.02,38344.42,53363.84,54782.89,63176.07,56803.47
11992,397.1091,6.814977,"C18H18N6O3S","Methyl acrylate-divinylbenzene, completely hydrolyzed, copolymer",0,TRUE,43206.98,39035.75,32262.82,44444.13,13725.89,46267.03,6836.578,30116.88,24397.49,23528.1
11993,420.0216,13.97053,NA,NA,2.26788781860336,FALSE,15839.16,20071.76,32051.96,2456,1044,1310,2274,1516,1397,2344
11994,97.20191,13.92522,NA,NA,0,FALSE,17155.74,29998.99,27373.69,977,783,1729,1992,423,1265,20112.8
11995,337.2387,4.004102,"C20H34O4","14,15-DiHETrE",0,TRUE,21727.14,13717.13,14434.32,47682.42,36438.5,27403.45,34342.09,28850.33,49003.32,25819.54
11996,244.0592,14.13742,NA,NA,1.80916425246793,FALSE,2413,420,2048,389,1299,1847,1542,55894.17,45596.42,35955.36
11997,307.1706,2.478887,"C21H24O2","Gestrinone",0,TRUE,7691.205,8101,7699.122,15066.5,30401.15,22884.21,20334.8,14491.01,7564.533,13359.38
11998,122.0036,11.09468,NA,NA,0,TRUE,862,453,1356,42102.25,43060.48,40375.06,48976.34,466,107,489
11999,335.0808,6.961443,NA,NA,0,FALSE,38639.32,30058.72,29021.12,8737.24,5055.59,9311.777,2004,25927.7,27423.84,20407.19
12001,401.1456,2.712497,"C18H26O10","Benzyl beta-primeveroside",0,TRUE,35050.83,28776.24,18886.56,21060.57,31422.58,11420.93,30730.03,12173.59,18519.07,16317.71
12002,571.26025,2.7478755,NA,NA,0,TRUE,28961.27,19553.63,27465.45,24078.69,56047.69,39529.18,67567.09,29095.01,24366.57,19489.14
12003,373.1967,6.870724,NA,NA,0,TRUE,20472.48,22275.89,19332.24,22520.99,20148.86,17778.01,21289.85,12269.91,16113.27,17813.08
12004,321.0648,7.046266,NA,NA,1.96875316376732,FALSE,49772.38,50355.86,49044.95,18511.4,9384.188,21463.7,2680.574,43604.25,41060.91,41612.39
12005,629.2549,2.41108,NA,NA,0,TRUE,39904.39,22975.16,35954.81,49591.03,37418.78,26702.24,41992.6,37768.96,50330.45,35221.39
12006,206.0468,6.557158,"C10H9NO4","4-(2-Aminophenyl)-2,4-dioxobutanoic acid",0,TRUE,1100,1052,4291.83,18486.75,677,2534.557,1643,3722.156,2258,3860.118
12008,766.0444,14.06053,NA,NA,2.10684878687013,FALSE,48472.11,55421.78,52650.77,1695,596,599,2337,411,1285,2110
12010,917.2332,13.39138,"C42H46O23","Cyanidin 3-O-(2""-xylosyl-6""-(6""'-feruloyl-glucosyl)-galactoside)",2.37254196804022,FALSE,33211.57,27178.73,15831.99,393,219,1021,1992,1801,1188,1878
12011,333.265,2.52501,NA,NA,0,TRUE,5236.787,7002.52,13221.37,20216.83,13450.29,18417.6,31439.79,11953.52,20032.71,8033.369
12013,701.31585,13.36608,NA,NA,2.01976476342624,FALSE,21706.48,20970.98,31529.8,2103,613,674,2001,2197,754,1985
12016,268.0979,2.304075,NA,NA,0,TRUE,32204.92,19233.34,14125.61,30644.45,20120.55,30125.55,16132.53,14502.85,16260.62,18155.74
12018,497.2032,2.760825,NA,NA,0,TRUE,19667.18,24695.57,31813.02,36351.87,28721.3,34484.28,44713.36,37386.99,29869.03,31442.67
12019,233.0779,13.53078,"C8H14N2O6","L-beta-aspartyl-L-threonine",2.56452194582868,FALSE,44388.8,37578.58,37171.53,573,686,2459,1846,1143,1885,2629.035
12020,521.2758,4.015477,"C28H42O9","Physangulide",0,TRUE,23101.06,24532.1,30268.5,31958.92,13327.89,20394.79,19208.43,19581.16,27208.34,9210.364
12021,480.3261,2.632039,NA,NA,1.40469120455593,TRUE,49559.41,41130.83,52124.72,32129.72,45218.45,26905.14,39034.07,34467.26,34075.5,35246.87
12022,687.2982,2.409225,NA,NA,0,TRUE,15671.42,7254.163,12133.96,18346.34,25015.21,18827.08,35046.08,30078.08,19257.92,19195.82
12023,506.9012,13.92904,NA,NA,0,TRUE,881,1900,955,4388.263,42007.55,3487.948,50134.38,2793.74,4811.176,8808.617
12024,339.2904,3.931443,"C21H40O3","Polyoxyethylene (600) monoricinoleate",0,TRUE,22021.63,9315.534,28198.54,26556.43,3884.403,16290.63,10257.34,17479.79,5266.125,16949.07
12025,277.8423,13.7706,NA,NA,0,FALSE,16970.08,3643.29,87,1042,2288,1526,1133,19741.72,38217.74,31056.91
12026,337.0457,11.62857,"C10H15N2O9P","Imidazoleacetic acid ribotide",0,TRUE,3529.665,4499.552,17898.73,902,20956.73,1263,28816.83,24727.7,36532.14,42432.08
12027,411.3482,3.913583,"C25H48O4","MG(0:0/22:1(13Z)/0:0)",0,TRUE,25592.57,28974.17,35961.66,26878.16,17375.63,19901.88,12967.12,11316.41,22998.73,11505.77
12028,129.0306,4.433315,NA,NA,0,TRUE,24852.42,27012.95,25962.84,30961.92,51449.66,31934.55,51061.23,24896.29,31952.12,24431.18
12029,547.1249,2.231941,NA,NA,0,TRUE,35125.16,26027.37,29887.34,37421.48,33255.42,34505.13,35934.84,32805.14,32060.1,17608.95
12032,709.163,2.339623,NA,NA,0,TRUE,26691.67,30078.41,45972.5,30455.87,19212.73,8533.212,15837.33,17146.62,12725.97,27954.28
12033,702.2123,2.416683,NA,NA,0,TRUE,7032.034,6126.872,1834,9425.695,27467.95,17555.59,31793.54,11642.93,9508.38,12050.69
12034,332.8376,13.76113,NA,NA,0,FALSE,2759.323,806,103,1917,2477,931,2499,42005.56,23620.23,17895.03
12035,364.2133,4.018308,NA,NA,0,TRUE,26376.83,18164.04,27714.01,11569.07,35008.79,20701.43,36365.82,17212.39,30240.5,38468.26
12037,271.9459,13.8963,NA,NA,1.5080363151043,TRUE,1037,287,2277,25518.52,49172.04,21478.24,45879.69,12782.23,16958.43,21691.56
12039,287.0999,13.93158,NA,NA,0,FALSE,11654.23,24063.64,27266.2,411,706,1793,649,21983.38,17325.14,24995.88
12040,659.3439,2.532765,NA,NA,0,TRUE,8594.921,20964.16,3873.718,16758.5,21856.49,18908.67,24629.76,20062.64,9169.562,10719.04
12042,854.7357,13.427275,NA,NA,1.87903143498062,FALSE,51885.56,38038.72,69354.35,2432,1496,2315,262,1537,1381,236
12043,785.289,13.43566,NA,NA,1.91717873906067,FALSE,19132.76,26469.78,44179.7,1171,2376,850,1231,332,1073,1519
12044,333.192,2.648743,"C16H30O7","2,6-Dimethyl-7-octene-1,6-diol 8-O-glucoside",0,TRUE,11936.16,16706.86,13042.57,23573.98,21403.49,10388.45,18598.12,15994.23,14576.96,26666.12
12045,742.5498,2.285094,NA,NA,0,TRUE,20148.1,27572.16,20056.27,18245.63,50157.01,32053.96,31084.73,8321.006,71,1041
12047,580.3127,2.483631,NA,NA,0,TRUE,2,8693.989,1923,12288.54,7612.965,12730.13,9445.391,23852.4,32815.64,41858.57
12048,674.8918,13.41948,NA,NA,3.11098979288449,FALSE,56715.76,40831.56,43489.23,2066,1082,893,1824,1212,1471,925
12049,425.3752,4.790462,NA,NA,1.42500855602251,TRUE,3059.823,4200.32,3823.255,41796.97,18068.15,51975.61,25211.42,7959.858,7423.416,5669.641
12050,96.24393,14.08251,NA,NA,2.11715683071615,FALSE,34948.5,38408.73,46124.68,535,1006,407,2453,1479,1301,359
12051,392.18,2.556259,NA,NA,0,TRUE,14140.45,9449.574,22490.01,17570.19,20229.71,21500.44,29399.91,12283.71,22400.37,18297.08
12053,581.3453,2.253565,NA,NA,0,TRUE,6479.002,13617.99,24673.7,38959.21,37697.36,27002.45,32433.93,15531.99,32820.09,22571.06
12054,741.4961,3.155707,NA,NA,0,TRUE,3762.57,8106.254,15936.05,40587.73,33494.49,44917.77,33971.05,2850.296,766,986
12055,186.9736,3.07999,NA,NA,0,TRUE,47571.5,37713.47,35100.88,50419.23,8244.74,49758.86,7377.262,34872.62,27760.63,22538.69
12056,407.1377,3.98630233333333,"C20H25ClN2O5","Amlodipine",0,TRUE,25953.73,11170.09,4788.647,39158.52,16472.43,26592.67,11008.95,25919.62,15517.73,6260.478
12057,458.2916,4.021152,NA,NA,1.52147679172768,TRUE,13981.22,11804.53,17624.88,35205.4,25662.42,25832.09,27489.33,25287.28,36845.48,36141
