"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
12129,321.1931,6.849182,NA,NA,0,NA,28132.2320927939,29711.1057777852,32672.8330473089,8572.38191069471,38069.5957775011,30425.3860619233
12130,383.2229,3.990253,"C24H32O4","Ethynodiol Diacetate",0,NA,9454.37342175448,9573.149008582,10481.8815299958,15818.7422193932,11727.001890678,19347.4263331615
12131,371.0457,13.46384,"C15H16O9S","{2-hydroxy-5-[2-hydroxy-3-(2,4,6-trihydroxyphenyl)propyl]phenyl}oxidanesulfonic acid",1.60827117750926,NA,287.282497149451,2657.51492491186,2002.09058120793,27652.5673403495,35696.0250067212,35148.304762063
12132,330.0785,7.059736,"C20H13NO4","Sanguinarine",1.5430421505424,NA,46493.5241638614,35439.7009678057,30997.3480341853,11675.7664653939,15595.0315540096,18419.1898526764
12133,465.213,4.017153,"C24H34O9","T2 Toxin",0,NA,25142.0835911417,23368.0366746583,24962.4132671327,5648.64779108829,23748.2376636937,33572.5943260023
12134,666.1215,1.840208,NA,NA,0,NA,34935.6539888887,23166.9502672074,21298.8977333854,3793.86461658407,8.80324770133721,1922.9775601603
12135,523.0714,2.123106,NA,NA,1.51668377595777,NA,10780.7225894176,19310.0969671908,25535.4299836735,2200.47865779131,551.670189283799,2217.47006683799
12136,763.5115,2.315585,NA,NA,1.71496055263348,NA,174367.817728654,123205.770775196,62062.2818599886,445.437162197028,5462.76243789463,1196.49770097195
12137,190.9654,6.573925,NA,NA,2.10985853993542,NA,9503.75188958828,13372.912975013,7296.78697972754,34741.7236223877,36853.299949539,32908.1821755889
12138,606.0475,2.655578,NA,NA,1.4003461387566,NA,34802.733550744,34656.9844640744,28429.1322712541,82.0291133810372,1828.14110597769,1277.43438327079
12140,160.0014,13.40069,NA,NA,1.54798343403745,NA,427.071298444394,145.602030599521,2385.44605497547,27106.9878919446,22957.1778252515,17587.7750973172
12141,606.0757,2.556846,"C17H27N3O17P2","Uridine diphosphate-N-acetylglucosamine",0,NA,22768.5688080836,8856.34020874761,27046.803399183,2011.62093163497,1953.34285106338,15089.4449914948
12142,519.0504,1.887709,NA,NA,0,NA,12863.5526140286,6534.21455972528,6569.54613449736,18675.2153275078,9516.38999437484,18598.7035134522
12143,495.20315,2.501995,"C28H32O8","7alpha-1(10->19)-Abeo-7-acetoxyobacun-9(11)-ene",0,NA,5885.57963378447,8212.0656724012,7316.11651613029,31322.0252682222,8090.29516719448,15081.6731197126
12144,377.3063,2.119913,"C24H42O3","3,<U+00A6><U+00A3>??4-<U+00A6><U+00A3>??Dimethyl-<U+00A6><U+00A3>??5-<U+00A6><U+00A3>??pentyl-2-<U+00A6><U+00A3>??furantridecanoic acid",0,NA,17023.3701517759,596.85717886979,1237.59556126688,33253.3912045098,19317.4163748157,20490.2035301835
12146,419.06,3.998839,NA,NA,0,NA,1829.36210828501,38595.0192321444,17599.5617300805,901.36642029163,1217.78259868498,1211.12481223078
12147,315.9274,15.14897,NA,NA,0,NA,33323.6799771057,27796.8947764133,24541.1432722313,32576.5556364262,38617.0795334336,33904.6492543926
12148,163.9082,3.990933,NA,NA,0,NA,13294.7735485429,16662.0628462561,21158.6516759591,9349.56483776955,6734.82292749015,13621.6241280791
12149,372.1898,4.025089,NA,NA,0,NA,20354.5372866344,21427.961862202,10116.2346415959,25924.1090004521,27029.7851837758,7768.71525157979
12151,364.177,4.012397,NA,NA,0,NA,23136.7637051007,8878.96743118231,22454.8252831742,17092.1392836748,19764.6409208163,18651.2928541314
12152,353.2699,3.995036,"C21H38O4","MG(0:0/18:2(9Z,12Z)/0:0)",0,NA,13284.2178429963,9696.9985403963,26166.9139497827,11107.5622429262,31239.693862282,12726.1621282213
12153,465.1917,2.489503,NA,NA,0,NA,13405.4708693794,20492.4743729295,11338.7796226442,26463.4885740084,23243.1855616816,20265.1898019853
12155,390.9098,13.4906,NA,NA,2.18894807088368,NA,41399.2570139301,28628.9381360072,32649.2555777084,7326.66585687158,9941.57609882446,10058.6158479492
12156,165.061,7.437023,NA,NA,2.61441159897034,NA,1476.03765776787,1044.77792949274,2463.00352076659,32464.6717410821,37678.6044215394,35849.1091652884
12157,206.033,3.985561,NA,NA,0,NA,33004.1359857361,29407.3754960911,10475.6592053117,21149.4327672669,23625.0997911247,11010.6360113412
12158,305.0645,7.084787,NA,NA,1.921688212665,NA,40237.8542289981,37231.2283650739,27678.5865155175,14827.3726928383,14148.0515107271,13530.8482756068
12159,571.2399,2.740997,NA,NA,0,NA,31186.1220864381,44863.5645478537,36935.9342694494,34381.7398121419,37588.1950676467,33152.9230011715
12160,156.9497,13.45479,NA,NA,0,NA,24335.8654384134,21887.2973674376,32870.3386737649,1303.88137199858,65.5352884432882,3807.1718223882
12161,340.203325,1.937758,NA,NA,2.88957865352604,NA,2588820.35663054,2588229.47619826,2350652.66785777,1164468.12467301,1118195.36999429,1165150.82640354
12162,312.1567,13.28582,NA,NA,2.24832836037081,NA,40800.97195138,45801.5194913853,32911.0009451154,4028.37059051006,1629.57896338087,2729.3380242146
12164,357.9446,13.47677,NA,NA,2.22279074185432,NA,36036.6283864892,25476.4207656923,34843.0128161621,521.743314179388,545.801357482907,1755.2533510591
12166,168.9813,2.146489,"C3H6O6S","(S)-3-Sulfonatolactate",0,NA,14120.0448048178,21783.0196383472,14118.782665375,17981.3825640702,22248.7902641113,33503.6128693056
12167,394.9354,13.51685,NA,NA,2.06851161788994,NA,42287.2681259043,49158.1131123748,48499.7524189055,4144.52286123071,8284.61023184473,9085.6213821529
12168,179.8602,7.004214,NA,NA,1.94638382559561,NA,41579.650609554,38315.7745438404,33862.3872983371,19492.168067169,18828.5133416424,15628.4735441975
12169,573.2341,2.544425,"C30H38O11","Austalide C",0,NA,17084.4479516488,9862.47358097383,7814.37559139496,10151.4843116633,10388.9375842337,2761.34506907116
12170,358.2236,4.001334,NA,NA,2.12684803252639,NA,36448.653126558,18023.9864506441,27376.3450713295,120500.672174054,124488.877649603,122023.555226352
12171,348.9123,18.27878,NA,NA,1.60388786938852,NA,42310.1296487617,42542.312511015,38348.3554382474,10399.088236577,3929.84117799718,2673.93637761067
12173,161.0971,2.498895,"C11H14O","1-Phenyl-1-pentanone",0,NA,15358.4965353454,6220.284355628,18308.1156579102,8208.51697879373,8372.63781816494,19006.7999175735
12174,246.0701,4.029783,NA,NA,0,NA,9389.00729770959,10497.3562306136,18872.3905400925,17914.0996145598,4187.07598838478,3675.11533652127
12175,272.1375,4.004506,NA,NA,0,NA,29256.4532579798,17141.193558858,16838.8227074113,4642.79440306032,13890.5956410083,25424.9715583886
12176,488.2737,3.957122,NA,NA,1.48989755218297,NA,10734.6726360335,6907.34365965302,11746.3551850145,19175.2686179862,36736.9307963137,23068.953493707
12177,247.0223,11.78957,NA,NA,0,NA,20889.0808571925,25698.9918086507,14324.2877904455,4507.42061265531,11611.0533370651,15037.2067014858
12179,635.2919,4.012439,NA,NA,0,NA,30468.3231022769,44475.7074135178,24596.1647543911,13650.6936761944,44978.0813505342,28048.0806746563
12180,408.195,6.880775,NA,NA,1.4405961553679,NA,41920.3390329934,42797.127179223,39153.5459684529,18692.7275893878,24164.2595872862,27847.6502447804
12181,270.0984,4.216192,NA,NA,1.37132504073736,NA,21917.8493857777,29436.1846917639,41363.8229471201,13931.5861599104,9260.35633822915,9420.30821542909
12182,350.0125,3.905009,NA,NA,0,NA,18003.4657607291,27170.9394207413,20983.3828829091,15965.0401892813,39691.0170646787,29986.1436622283
12183,226.1562,5.281775,NA,NA,1.97584284554033,NA,26576.5038112957,28545.3225576713,25625.8619887859,34626.7302513503,35921.0262365811,31493.1651838176
12184,445.2808,2.472228,NA,NA,0,NA,22521.1756507682,23330.9915167966,14124.6770327751,20410.8845987676,17680.5600600017,26078.5011380254
12185,238.0837,2.068217,NA,NA,0,NA,27013.3823398152,25825.1209569899,28062.8283603226,18779.8024470687,12860.0483395444,13839.0902668678
12187,182.0579,14.29268,"C5H14NO4P","Phosphorylcholine",3.60672320250544,NA,661.520232899693,560.178804749301,661.454386818558,38282.4816866732,35637.6301303024,29028.8382359681
12188,299.4255,2.43115,NA,NA,2.22615506811792,NA,2406.1285010295,1430.45659069911,822.109137385879,19433.2311030316,35096.3477733061,29315.6368821237
12189,290.0884,3.947573,NA,NA,0,NA,4997.1150337305,10221.7015771099,11759.5621134749,29944.3940003327,15038.6173923534,11482.1945755107
12191,161.0009,2.187817,NA,NA,2.15163227378422,NA,10221.1370108417,10175.1544974192,11249.9984835893,34608.1115502666,23161.9609295573,32501.8507762262
12192,513.2552,3.017234,NA,NA,0,NA,15630.7324741192,14590.4460466132,12156.434745566,11909.3205200739,12708.211879469,12214.1352229024
12193,279.0511,2.135439,NA,NA,1.64886104141815,NA,9922.28836625912,8756.37163288339,11141.9830930182,13231.1719908643,18543.4543996868,15633.1639712078
12194,376.2584,2.178903,NA,NA,0,NA,3144.92662496317,17114.5739509736,7926.67326204152,17453.6206021532,16030.3130272953,14497.8953579653
12195,509.2751,11.61899,NA,NA,0,NA,12512.3635200036,15301.7730967154,19162.555178893,19852.0374181868,20883.0739784985,15306.4625655382
12196,296.1505,4.015559,NA,NA,0,NA,7457.40013791994,5999.98514893328,3847.40871699328,14686.9789114598,3948.99997941119,6060.32618985322
12197,426.0316,1.920575,NA,NA,0,NA,25410.962397286,28491.4609210083,11719.442744385,11614.750158615,25457.6523023394,15013.6863065816
12198,249.5844,2.219903,NA,NA,0,NA,8074.0404607094,10013.4362115244,8007.11032574109,6543.75519926357,2054.09113031202,15011.5312455228
12199,219.0025,13.26051,NA,NA,2.48582427959318,NA,37026.2340367274,46667.2402672171,45584.6996689564,7860.848027651,9907.04780506255,6432.96452600157
12200,416.132,8.037956,"C16H23N3O10","3'-Amino-3'-deoxythimidine glucuronide",2.70963144438273,NA,43731.1653663666,37131.6854806427,34411.7379081736,260.394743639804,661.221716233773,642.617754637747
12202,497.1799,4.017136,NA,NA,0,NA,36746.8215390209,25037.0249583876,17891.9312168371,10653.0541869123,16856.7912656559,11931.831975607
12203,425.0361,13.91005,NA,NA,2.64101877437465,NA,41972.4021062316,27027.9604496243,17974.2972455073,929.027400385236,974.226078947985,1013.17123986133
12204,699.088,1.832867,NA,NA,0,NA,25005.0905658726,8705.28866092649,8447.52482709115,21971.7937054498,19985.7295961422,13759.9868491801
12205,334.1509,3.189228,NA,NA,0,NA,47249.1101523411,37152.8477910443,32274.9189292485,24240.9383617562,22450.3944178582,33500.7654583139
12206,863.1445,1.880203,NA,NA,0,NA,21224.2437705335,4879.60419865115,529.606694973652,10501.8344702213,14910.1584456182,10668.3811106997
12209,468.3331,2.40285,NA,NA,1.64164629896673,NA,659.318834454103,2115.11957428159,312.445790758515,14665.7085715947,10790.4732746644,11058.1936257474
12210,130.0145,8.638057,"C4H5NO4","Iminoaspartic acid",2.54044166754587,NA,39381.7744014772,48920.7039998859,47445.4473085789,15653.8350866903,13693.2072647717,13681.7903123904
12211,466.8888,13.51845,NA,NA,1.82466217120798,NA,35770.314209534,33947.5024473371,22092.498962274,10331.3665266927,9123.48050855286,10788.0893892419
12212,244.0272,1.366303,NA,NA,0,NA,16779.1139872455,10447.6725942027,12173.9848921108,7887.98821825732,6386.57525167295,6060.09800691758
12213,183.0136,13.85416,NA,NA,1.96301200219309,NA,16210.5257897264,11988.0042561762,9321.30939596986,33121.6677096502,33012.3549449686,39367.5827673389
12214,407.1384,3.9625975,"C20H25ClN2O5","Amlodipine",0,NA,28567.2504396269,12415.173938774,5305.64751268932,24722.8307880628,15178.4912169413,10311.6746241344
12215,333.0533,13.36912,NA,NA,1.64380198969237,NA,3083.06512724365,4226.99255672057,9617.28308895814,21643.4960248146,31442.5598148661,31203.9286857855
12216,321.1556,2.725853,"C14H26O8","Butyl (S)-3-hydroxybutyrate glucoside",0,NA,9625.97243058819,20849.8662274278,14992.5339953398,9655.23679051499,20358.5275735211,29127.16167785
12217,392.165,4.01253,NA,NA,0,NA,15713.6151255957,5540.90528085064,28292.1990255809,1430.74034966925,2627.53761999302,4230.56720974542
12218,741.2912,2.490403,NA,NA,0,NA,7274.046762086,14171.8568806278,17021.6478135569,4017.60474629225,6936.16298380607,9282.52472793395
12219,515.3013,4.0124,"C30H44O7 ; C31H48O2S2","Cucurbitacin D ; Probucol",0,NA,16836.548472691,27624.0729463528,30668.2495475576,11097.4993691336,19440.3194941127,22969.1770921068
12220,224.7628,3.842513,NA,NA,2.95817323736246,NA,29250.3553842856,19636.3788916396,20004.8846555744,1672.05855531347,1712.72074722683,1479.28851864258
12221,444.14805,2.6485,NA,NA,0,NA,3686.99457540828,11824.9744405401,5684.26422529702,14649.6938179474,12744.2367253402,12968.6406272626
12222,577.32345,1.9682695,NA,NA,1.74263346141498,NA,31057.1311445188,32697.3811960637,26975.1735397059,13990.7043511587,10951.4064240312,15636.3526814623
12223,966.725,13.40721,NA,NA,1.55514361349646,NA,20054.6187624073,25551.1779609451,25016.1827502019,757.338558424925,183.8900630946,2235.99774109917
12224,470.971,14.03985,NA,NA,2.22367662767692,NA,25485.953035335,13510.6569418237,33813.6036523545,1307.6966795977,676.871934369484,1123.36214467782
12226,524.2064,3.941222,NA,NA,1.63296106184413,NA,13456.0479986668,11366.872662434,21555.2694763769,2295.86134776926,642.637082197617,1839.1154556097
12227,757.7476,13.47693,NA,NA,1.84667303850909,NA,12206.6222968879,5443.43861468779,8417.98540429891,530.327756277403,1385.04430501039,759.634644708354
12228,391.0466,2.064048,NA,NA,2.06786121770188,NA,22561.7033961515,29387.0134411248,38180.6540379311,1637.72078692141,3205.17738999577,3999.10877632651
12229,540.1785,7.017836,NA,NA,1.41877875646388,NA,39958.9700669186,35649.8458221984,32403.4094907885,17274.7303670996,13084.2474957248,21107.2238401183
12230,757.7571,13.42613,NA,NA,2.29911464387005,NA,33849.7151426716,25606.4067006435,33556.1350252039,1798.91753298414,1335.15923470281,615.313813621272
12231,271.0498,2.3156,NA,NA,0,NA,16886.2120216235,13699.0504088971,10221.9698426728,16502.1019634712,32294.8217876053,26454.2521234497
12232,161.0219,5.340542,"C5H10N2S2 ; C7H5F3O","1-Piperazinecarbodithioic acid ; para-Trifluoromethylphenol",0,NA,29120.8801347082,28200.8903953623,12875.4921701915,12035.6358164117,21942.4861510364,12679.0920841904
12233,303.1604,6.874117,"C18H24O4","2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",0,NA,44588.0266903356,38034.1735478656,44821.6893205033,36854.1735955984,38342.0562938575,38050.6551836693
12234,546.3157,2.489486,NA,NA,0,NA,12727.9574767725,11159.2952942296,18543.5579647761,10097.4977091357,10171.9668725548,26971.8178282319
12235,245.8949,10.06621,NA,NA,0,NA,44040.4068130108,4468.23066917456,714.636649075326,1977.28316324291,6570.25990565452,3894.74726291704
12237,549.1041,2.572714,"C28H22O12","BL II",0,NA,5311.90620585603,8639.83999243907,18265.4701313631,6229.31280817466,18336.9008644544,28594.6275625461
12239,145.0415,11.68974,NA,NA,0,NA,14281.4733528329,4223.91490769209,5726.04886397389,20430.2091317571,13856.0966914054,24891.0819974415
12240,411.2025,3.980783,"C21H32O8","5-(2,3-Dihydroxy-3-methylbutyl)-4-(3,4-epoxy-4-methylpentanoyl)-3,4-dihydroxy-2-isopentanoyl-2-cyclopenten-1-one",0,NA,21530.2711754472,25644.3632605288,20187.344133667,19434.5187693463,23679.9538056903,4805.33662123873
12241,340.85845,13.80202,NA,NA,0,NA,9407.78082365357,23102.9631763554,26737.4045088663,20281.6887451925,4936.75958449203,16794.3225713785
12242,445.3324,4.006086,"C28H46O4","13'-Carboxy-gamma-tocopherol",0,NA,17212.6023621588,4267.21428407427,17043.6630542037,21257.3105896319,4696.79283353991,10422.7139014039
12243,186.0455,8.66229,NA,NA,2.52188101492254,NA,2693.41099817895,1200.38315303422,1866.91899797198,26977.6489643345,30868.0207443315,38216.9166816446
12244,265.0719,2.91445,NA,NA,0,NA,24429.7881030945,19736.7664901415,21369.4307087034,13812.9873231918,16575.4688132801,17925.3493223559
12245,262.98,13.888,NA,NA,0,NA,5969.81284320729,21079.0393777279,37595.7267105724,13255.7711866096,14513.0830673562,12521.2070452626
12246,359.2555,2.5884,NA,NA,2.52271953315741,NA,23225.6011393725,20230.9131068151,10472.2655122015,289697.25982793,262064.761145878,283197.646391778
12247,265.2,1.936206,NA,NA,0,NA,6724.62614083263,36500.6618405467,27505.7995613728,11380.1468943452,21475.2391072084,8578.79002675308
12248,220.1012,2.712261,NA,NA,0,NA,30705.5457987737,36171.8235445683,27590.392597275,22952.3372966921,14651.1864610175,17696.8640930856
12249,252.0996,2.03657,"C12H11N7","Triamterene",1.71597554967735,NA,33606.3395375194,25545.5650582388,25017.8003773455,7182.93272751691,12082.242279586,6752.50742342113
12250,769.2194,2.343658,"C34H42O20","Isorhamnetin 3-rutinoside 4'-rhamnoside",0,NA,13388.5641293172,10777.0021581012,16069.8515137303,19819.3974616763,7662.64121897259,14934.5341318563
12251,639.8116,13.45908,NA,NA,2.1486866033566,NA,43299.0308514973,35562.0511321446,64871.8564564618,2177.5868121966,2009.09675317185,693.325073668343
12252,229.1234,2.524061,"C15H18O2","8,12-Epoxy-4(15),7,11-eudesmatrien-1-one",0,NA,23404.5528190144,17915.6852150592,15379.7784220349,13909.2666104556,15656.6738506916,22231.239329099
12253,320.8435,13.59054,NA,NA,1.96968369401141,NA,28666.7646563597,34127.448773704,43370.0351536529,4264.28250528632,5262.99033780818,2008.78994621208
12254,773.2546,2.146486,NA,NA,0,NA,20755.9182652188,32867.046463018,15903.5572274362,17894.3840125413,28068.7738216467,31272.8906396672
12255,202.0263,10.72084,NA,NA,0,NA,13029.9453155385,16309.2280018759,18943.4553380331,19345.3741072929,14831.1541881919,33856.5358097586
12256,222.0303,13.06874,NA,NA,2.31614279459965,NA,26185.3263145066,27403.0912996063,26529.1627132171,809.799037912798,2240.91560930706,1719.17314328733
12257,313.1407,7.053117,NA,NA,0,NA,19339.6705892331,16777.4330048533,16102.9907108991,14421.4907321752,12697.0415362747,13210.426776371
12258,167.0208,11.39221,"C5H4N4O3","Uric acid",2.28622394125518,NA,3062.0428727875,5802.05752752029,6100.22596564695,33785.3023134408,36649.7786440704,32051.1017156742
12259,413.1237,2.930839,"C22H22O8","Podofilox",0,NA,19712.8626607217,13226.5551476134,7975.08906404353,9424.01102729734,7542.54144499915,8395.56107971752
12260,473.1819,2.534936,NA,NA,0,NA,9866.02172268907,12383.4971611245,23578.0679009511,20225.8898715554,25369.9230483024,9785.82022297214
12261,223.0797,3.996653,NA,NA,1.66600893843049,NA,33476.5560921597,17091.3776580071,26875.1022495594,5548.56750362893,7115.55067477075,3640.43640600809
12262,270.135,2.69317,NA,NA,1.89821856867203,NA,11457.3433149548,6474.09314721238,6006.44569393992,27440.8463834055,29075.6306054076,24175.6407315498
12264,983.7436,13.48625,NA,NA,2.45534915142648,NA,23832.7358236739,28130.4901463686,21345.2881775664,962.411341877518,1242.23606452203,2206.74351858152
12265,264.9135,13.57002,NA,NA,2.08908225198455,NA,36054.7458956965,41305.0509200015,46124.9871349332,9350.22488598419,4953.61976011736,5061.77718554696
12266,347.2802,3.922334,NA,NA,0,NA,28603.0011503832,15002.0107482216,31456.0007275981,10441.0184670913,9228.67736230657,7827.56402073705
12267,386.1978,2.506775,NA,NA,0,NA,10040.0125509339,9758.52262285283,12506.4072701295,14582.468098051,26401.135484037,16419.5077210748
12268,837.264,13.44831,NA,NA,1.92911285598146,NA,9296.12149169637,23587.295549287,22288.6971914496,1480.33934845779,2304.49462048339,1661.63983900261
12269,994.1365,1.818639,NA,NA,0,NA,16826.3670048801,24497.3193551928,29346.293622786,12846.4840639143,10068.8025908815,20635.4507449837
12270,208.098033333333,6.954756,NA,NA,2.81967337458485,NA,5356.59569500073,4375.45550050148,6371.91863202362,28731.1261838132,35041.5915726038,34770.3499585425
12271,472.8107,13.86901,NA,NA,1.82739706879014,NA,42332.4408220078,44436.8727955854,40349.7923208151,487.405545787326,375.605235257055,2857.91618302418
12272,502.3177,4.111528,NA,NA,0,NA,31903.4037419646,31458.5079795206,20269.8763569068,38805.2455956353,32072.6375970098,36793.7865188284
12273,310.9949,7.138226,NA,NA,1.61392929759383,NA,43634.9532473021,36900.6450676601,28069.4096652769,8312.48506469659,10809.2241922683,4362.18000657083
12274,222.1347,10.65891,NA,NA,0,NA,622.995760101874,2362.9764660655,18.8353845492722,35457.9617797011,34514.7074162925,34950.5072122137
12275,867.1146,1.835933,NA,NA,0,NA,20830.6447354543,16984.4101814811,40436.4129304658,14660.6342124879,13139.7079562433,15316.4090011942
12276,416.073,13.36899,NA,NA,2.67399203224039,NA,2472.17045439719,2037.31696251085,1193.27700938624,34816.6276488274,31434.4706083672,36361.5163755001
12277,640.79985,13.51889,NA,NA,2.1760174352686,NA,10107.7925083744,10859.4795953735,20652.3122207228,1533.75365484544,1888.78570125357,1540.72238592965
12278,74.02435,3.090875,NA,NA,0,NA,18993.3025578041,19008.0894576145,9398.51452927353,11240.6497102525,13612.3738881007,9080.76908177797
12279,512.3677,2.354821,NA,NA,0,NA,2307.06557097796,9555.02878030059,8729.11050221138,8217.10237471864,2421.87125650122,14898.9902514974
12280,187.0472,3.919187,NA,NA,1.34957590339215,NA,36239.4432252814,22678.0942281342,18514.5847114841,9395.03758138964,11369.9812894571,8219.56670191058
12281,294.9992,6.887345,NA,NA,0,NA,45761.6912646095,30369.0602362127,29752.4177525822,18104.9603772057,21105.5809548429,18384.3578250654
12282,322.2025,4.021867,"C18H29NO4","N-Jasmonoylisoleucine",0,NA,27823.9152334968,47219.8944479423,32969.9113802028,33359.1992225023,62065.5177059651,55619.0542342723
12283,593.2961,2.494234,NA,NA,0,NA,12298.5526959757,9341.22386875696,12414.3576378734,11077.8600732671,13153.372552953,14894.5436096747
12285,403.2332,2.679233,NA,NA,0,NA,27824.8728418207,37417.0543459589,40830.3272992189,13295.1928523775,28478.1444025315,29925.6166758392
12286,381.12255,6.889033,"C15H28O7P2","Farnesyl pyrophosphate",0,NA,19632.6767223411,20908.0292370558,17411.2743624156,16334.41919449,13489.5979268261,9467.46017128304
12287,743.0714,14.03267,NA,NA,0,NA,41670.4142674656,38570.611441366,25122.8575045786,32127.4462406651,17550.7904074976,21825.151714924
12288,268.9246,13.86836,NA,NA,1.66849172371361,NA,1232.78312953021,254.525687078551,2758.82985456986,33685.9803183668,30469.2825303926,37706.8888148643
12289,612.244,11.44354,NA,NA,0,NA,4662.84148536149,10143.7233537297,15222.3256868409,14908.5242854716,27298.499429166,28820.4701603824
12290,343.134,2.465972,NA,NA,0,NA,18211.773088643,10321.69015936,22192.5148542307,16406.1851304294,14927.8334107252,13602.5601264051
12292,451.2702,4.023453,NA,NA,0,NA,20124.0838903579,16961.191659197,15313.5443462492,5364.22233253545,4745.28210001751,12069.0245278073
12293,388.9222,13.93116,NA,NA,1.74193768798908,NA,3655.16345458427,6497.82294380246,8797.46854459588,19890.3240299439,30395.0809336567,28217.1700808084
12294,273.9616,13.78551,NA,NA,2.05481709928663,NA,6654.63597935277,3433.6059805179,3402.49588262733,29029.5786207542,22043.5083091024,21771.294691269
12295,389.1245,4.009256,"C20H22O8","trans-Piceid",0,NA,16470.4669181816,37272.9639089595,26191.0454012817,18386.2534682196,6311.09522774306,12725.0407163581
12296,714.4771,7.006048,NA,NA,0,NA,22283.9639612637,33756.6637553223,47847.7489632755,27626.9189350144,14952.6976947883,20718.7180136764
12297,505.2227,2.483353,"C30H34O7","2-(2,4-dihydroxyphenyl)-3-(3,7-dimethylocta-2,6-dien-1-yl)-5,7-dihydroxy-6-(4-hydroxy-3-methylbut-2-en-1-yl)-4H-chromen-4-one",0,NA,14046.4850757584,3027.24960803464,7443.63317749265,26895.9250755614,20399.4039870143,7913.02925668162
12299,204.086,8.477386,NA,NA,2.92944498416497,NA,9269.73993272443,9962.14206104979,7544.55427587145,40046.8993006923,41783.1382250605,36417.5772172514
12300,84.04531,13.24382,"C4H7NO","2-Pyrrolidinone",2.95738511541147,NA,935.594339375605,1583.8388824757,1243.13538025196,36939.5315648596,31129.1152897669,26115.9757970705
12301,673.3596,2.533473,NA,NA,0,NA,5902.11874030619,8448.77122698661,10928.0463634524,9944.1318819202,14913.5623680627,10591.4522568857
12303,269.0691,11.71981,NA,NA,1.68472256052819,NA,3017.12774030213,4462.5188460047,3952.05368169385,26920.4861182308,10539.0329575415,17293.0680596744
12304,339.0458,13.69219,NA,NA,1.49307575786823,NA,27784.9945089788,19460.5561036966,20497.1862095026,2161.37175490035,2262.43465924366,335.448418202405
12305,290.0804,6.72407,NA,NA,0,NA,41475.4143931553,31430.0322236125,28445.2531445007,21243.785324193,17211.7871199055,17401.6109766224
12306,112.0516,7.283584,"C4H7N3O","Creatinine",0,NA,16915.4686069653,15482.3085,19636.2207817553,8389.0229966156,20229.5893388555,15989.0415881351
12307,208.0617,2.061925,"C10H11NO4","Hydroxyphenylacetylglycine",0,NA,13506.3609601407,16610.4574853345,15196.1777412313,9811.81701438279,14662.5230877796,5125.33295910731
12308,168.9979,2.114383,NA,NA,1.54981249810416,NA,34605.8514807627,33604.2706681811,39097.3168057543,48180.572344141,45038.5694436287,41200.2720454022
12309,505.2445,4.028206,"C27H38O9","11-Hydroxyprogesterone 11-glucuronide",0,NA,26299.9201105918,30049.8250054585,22548.0271977792,33358.5792350175,32268.8815510453,26048.6228254274
12310,379.1609,2.660122,"C16H28O10","3-Methyl-3-butenyl apiosyl-(1->6)-glucoside",0,NA,10380.21006252,7615.87870745853,6973.72357190223,10022.2026136672,15361.7454899241,28586.953204839
12311,523.2728,4.020295,NA,NA,0,NA,11101.5863191553,16936.1169888892,5087.04182368287,5123.62903533506,5095.32563836578,4627.04383668265
12314,271.1667,6.699745,NA,NA,2.08478489795816,NA,2204.70054325804,542.395350630275,480.856287904948,30392.2729593932,38143.0833330346,30774.9447667867
12315,415.2321,5.047067,NA,NA,1.79212337840803,NA,25682.6149654718,22601.8254392812,28717.7457607388,42817.2418397569,40954.9775882504,35623.3055730821
12316,388.8091,13.70587,NA,NA,1.70504904553473,NA,12589.7096543894,20209.150604837,39063.0807244265,1100.71624234555,303.222976379393,1467.58682963552
12318,343.014,13.29051,NA,NA,0,NA,22671.8063394077,13087.2328992497,24974.4679132443,31846.2008409961,13927.3932163999,5639.04490764328
12319,676.2613,2.663217,NA,NA,1.57918641817432,NA,14603.3398195625,8208.56900073505,16868.2391462221,1219.94460481798,1949.43029652945,415.409959750653
12320,440.9025,13.44513,NA,NA,2.20463449197215,NA,24824.9721450545,19456.9994128728,16865.0703697626,1640.58226762074,882.281047400685,2145.30965129445
12321,542.1028,13.90148,NA,NA,3.01487903174104,NA,36829.0217569793,35195.7675505868,25093.6072603374,668.632656745431,1026.06742652253,1050.22658838369
12322,913.1265,1.861058,NA,NA,0,NA,20753.9700275944,21567.5508623775,26334.3494387878,18648.307870665,29284.815333564,14247.2451794341
12323,432.2107,11.05202,NA,NA,1.38277942042954,NA,30582.1354019139,34279.0749493863,31912.5482897965,31895.8189163226,36722.5912839468,37469.4420420961
12324,241.9557,13.4012,NA,NA,2.69825400897474,NA,30349.3815442617,20183.9425586232,27022.6276291321,3137.71946161055,2431.65264283604,2795.66807321037
12325,284.9525,13.80598,NA,NA,1.41002807048314,NA,14546.2905788451,10930.9424057508,10107.1293951121,18920.3393024822,43594.9835414044,33004.3700592269
12329,485.1169,13.46384,NA,NA,1.4751367270997,NA,73.7468479272536,482.376192978564,2472.97519493973,34419.8738115951,28756.2585601894,36543.6629163025
