"ID","medMz","medRt","Formula","Metabolite","_log10_FDR","high_blank","nega-Ecoli-12C14N-a","nega-Ecoli-12C14N-b","nega-Ecoli-12C14N-c","nega-process-blank-A","nega-process-blank-A-end","nega-process-blank-B","nega-process-blank-B-end","nega-Yeast-12C14N-a","nega-Yeast-12C14N-b","nega-Yeast-12C14N-c"
18216,206.0096,2.208688,NA,NA,0,TRUE,4259.24774566729,10015.1752067623,7814.91315705337,9631.605,10531.27,16798.49,13167.51,3755.47993100894,9816.04499438689,9267.91822942904
18218,240.9365,2.510506,NA,NA,0,TRUE,6270.14134087859,10886.9489470191,14485.3585281241,2364,19205.1,4088.984,15441.73,740.173300111187,1.88433995025928,2230.03685991972
18219,307.0025,14.02756,NA,NA,0,TRUE,1985.83931693855,1260.59004449243,2099.74336645389,751,13348.22,1959,15397.17,2901.26589537283,3993.5683362222,566.033820713569
18220,372.1385,2.6647,NA,NA,0,TRUE,11707.0283770792,11109.4252723449,10438.5571731555,2763.899,12576.12,6212.219,9409.602,11589.0893958387,9611.43394088799,6515.09701420528
18221,310.10485,2.72186,NA,NA,0,TRUE,15002.1877099615,18740.0295978237,30610.8112676354,26289.7,14430.61,25052.64,13127.66,9437.46607211569,9698.29259089519,9341.01453155352
18222,351.0688,13.22976,"C20H16O4S","7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate",2.36532124782132,FALSE,851.996066638857,266.149311513862,637.208499607447,1854,2141,730,1920,21549.971582085,20890.1412914651,19874.3242618431
18224,524.9668,14.19203,NA,NA,0,TRUE,475.482653351483,575.728845408646,2320.48282962849,429,16236.91,1915,11924.48,1129.49712752116,659.518982590747,1629.9046162716
18225,194.1369,13.74268,NA,NA,0,FALSE,420.619270272466,1714.93698632363,2866.5726885651,848,2285,308,950,16438.873412483,24377.4986591097,6516.65482501307
18226,391.1765,13.15997,NA,NA,0,TRUE,1503.90214793071,5413.10171452676,6474.01443350827,18145.15,25624.17,18934.94,28572.74,19589.2635027632,17920.4309515563,20502.6607724614
18227,601.3019,4.005054,NA,NA,0,TRUE,7608.05808843786,12032.7662769041,6301.30483283821,19692.28,9630.211,15910.21,12972.59,12319.6715889546,10943.7093942201,10409.5178414274
18228,229.0509,4.053602,"C13H10O4","Coriandrin",0,TRUE,10333.4084761668,11848.0542003317,11153.410507088,23790.03,9664.229,19383.31,13966.8,7059.48346274412,7983.3896624533,9380.87169100139
18229,123.9709,3.42096,NA,NA,0,TRUE,31835.3493912134,21364.8854228,18531.7956086091,16082.08,7356.949,11381.67,10982.1,10148.353059845,5712.49527262786,8949.31717913842
18230,193.0262,16.16352,NA,NA,1.51023833289028,TRUE,30860.6637394733,24031.3340376718,15825.8125105833,22403.84,2292,20724.73,2,8362.86177214721,5709.49069257717,5899.44024571539
18231,316.9416,13.1244,NA,NA,0,FALSE,30488.388791467,14661.809220756,4665.86572313498,2125,557,1788,825,727.34851520827,1554.5804589639,1511.0472563283
18232,321.0242,13.1743,"C14H10O9","3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyloxy)benzoic acid",1.72252831495717,FALSE,1777.1433107164,606.909517887258,2410.73591063091,14,454,2160,907,11725.0962397341,20772.4831049709,22764.0194694482
18234,221.053,7.034991,NA,NA,0,FALSE,2305.33784192812,17220.2947571707,17613.6064327242,1937,1608,1942,506,12794.7199428799,21762.2986157429,16113.3656362275
18235,94.99707,2.649142,NA,NA,1.98376080895736,TRUE,11845.8865238995,14817.8239426936,13061.0996667148,12239.71,8117.508,5701.897,5804.754,6082.06446671388,7226.85355318351,7411.76765426472
18237,524.9754,3.103002,NA,NA,0,TRUE,14062.6468959703,7146.66135748823,4829.67506515437,14896.83,1562,12611.64,2108,3324.56807432701,4356.29718145728,3358.01366483537
18238,197.073,6.641936,"C12H10N2O","Harmol",0,TRUE,16711.8598170168,18536.6759334909,18184.277751289,17207.5,9777.658,16709.01,9801.861,10577.9925146534,12016.9634779895,16617.4280088592
18239,787.0226,14.06855,NA,NA,0,FALSE,4474.35201018358,16616.2360436243,34067.3302881852,1259,275,1880,1915,10511.2669909156,8647.23980041972,7879.11381932111
18242,205.0902,2.698938,NA,NA,0,TRUE,5801.69410959253,2920.06218245384,8587.52193850829,2974.976,5545.48,5170.778,6724.499,11414.0310819138,7855.17351921781,14879.8210881472
18243,317.0084,11.01585,NA,NA,0,TRUE,2242.94419058335,1932.08809822824,445.828472421593,12993.5,27636.83,12072.91,21167.87,621.086011726961,730.181730725469,338.061507379705
18244,202.0336,12.89399,NA,NA,2.98733146610367,FALSE,2837.50943053676,3667.15109504137,2506.42592422383,540,835,236,2282,22770.4513979317,20376.941306012,22361.4534882828
18245,575.2496,4.026428,"C30H31F3N8O","Bafetinib",0,TRUE,5501.84743327134,5051.37361950694,2200.87031263733,3711.277,13442.02,5211.323,3460.844,4804.50977776888,6217.08005582839,4354.00326849661
18247,354.9846,6.135854,NA,NA,0,FALSE,21946.9238304166,12660.4220779441,11930.8266243394,755,1982,5751.089,1684,8623.70965256796,6969.21152046446,4322.57036799488
18248,389.099,13.24396,"C18H18N2O8","Dopaxanthin",0,FALSE,1696.46186501197,1075.73320051209,2788.49507440587,65,2418,616,1905,4113.20990081057,16193.1413144513,23388.6246383567
18250,315.1817,6.883117,"C16H28O6","Neryl glucoside",0,TRUE,13256.75758617,11314.1631358167,12382.1029032167,15065.77,1557,18179.94,8019.826,9436.95308071958,12192.2542018623,7827.73821260595
18251,274.1663,3.982964,"C13H25NO5","Hydroxyhexanoycarnitine",2.61457248519487,FALSE,875.662624045492,1368.60880272191,939.501951639649,3378.43,242,3718.234,2705.52,12951.24644262,15672.3097521997,9766.84050836348
18253,223.7015,11.09559,NA,NA,0,TRUE,2337.61042020989,1661.48440493172,1957.2957325826,21672.33,3212.859,19495.22,8328.277,1557.29530963987,2217.86812145517,402.361390627718
18254,221.4766,11.08362,NA,NA,0,TRUE,2658.18469780886,860.809279498808,439.304153312984,16600.29,26458.53,17545.26,27002.9,2036.39263137026,648.212942889191,1147.6554919115
18255,194.1032,7.063286,NA,NA,1.73004364806705,FALSE,14219.642231785,18506.8427115015,22103.4253659651,1361,98,1303,10486.91,1819.28734408517,1848.53749120435,4605.12451404041
18256,310.1514,11.64694,NA,NA,2.74809422952787,FALSE,727.208763949327,619.159067789569,440.391539831086,1670,2016,1433,1387,14310.2980593427,9878.63334583475,17135.2076899171
18257,468.7816,13.56718,NA,NA,0,TRUE,1185.47937555053,5632.35640822823,3782.00099008051,1679,19750.69,1911,26694.37,250.999361671368,703.80097142184,2075.13259573133
18260,260.0366,11.11794,NA,NA,0,TRUE,1849.2187355457,660.362099279163,962.33706851978,24672.7,10483.09,13410.69,12997.82,1218.35456577708,553.053775401097,87.6816589745631
18261,300.8705,13.7788,NA,NA,0,TRUE,8148.31826091653,8925.65458103738,4901.34036101636,7144.055,2289,7975.424,1315,9602.71342558977,9369.65616621017,6199.46447519127
18262,482.92855,13.64987,NA,NA,0,FALSE,27348.0410166023,16985.0143114106,5779.47891666651,1938,366,218,663,1455.61308648103,373.099310151337,3781.32999771735
18264,78.95878,2.734237,NA,NA,1.71536626683541,FALSE,19381.5550677462,29831.2731973272,19260.7360348836,6015.4,1459,9410.569,3937.503,2329.03498567746,5915.46695037004,2790.91402484493
18265,457.2446,2.531271,"C23H38O9","[6]-Gingerdiol 4'-O-beta-D-glucopyranoside",0,TRUE,9639.86323862314,8578.76848611739,9426.99194218823,8136.587,13200.91,14687.17,14589.7,7556.47777180653,10074.0205552771,6611.33640309576
18267,331.0735,13.34228,NA,NA,2.25459726808773,FALSE,616.4062451819,806.243102661238,1598.45818160913,489,287,1229,790,20362.625514091,14161.436558382,25317.6503630168
18268,450.2367,2.529885,NA,NA,0,TRUE,6986.30642853989,7739.98835172472,1026.49287308776,15539.59,7969.841,10005.02,15592.14,9595.45826155898,7308.16941722702,8537.70634772954
18269,780.1348,1.838612,NA,NA,0,TRUE,10946.2238591385,13992.7610770007,8702.08354512286,13632.49,12860.51,4088.976,21720.99,6063.89541073071,8661.38648259629,9362.09222813034
18271,233.0093,11.09151,"C12H10OS2","4-[2,2'-Bithiophen-5-yl]-3-butyn-1-ol",2.1176690308957,TRUE,3526.35685643515,4098.95552426597,3914.63387323941,24657.11,18522.34,13549.91,13650.37,5641.13553696671,7607.68242581081,7146.01331407872
18272,204.0303,4.009768,"C10H7NO4","Xanthurenic acid",0,TRUE,11200.2413227944,12818.2519604581,13651.8441404038,8877.134,15667.41,9253.663,24042.62,9586.82901343145,6154.2919643458,10102.554095764
18273,468.2111,2.539342,NA,NA,0,TRUE,3932.32975493074,9651.71435722898,4120.29454756749,10585.07,4200.347,6332.678,8658.985,9586.1053291405,6432.59013159959,6971.07866201791
18275,257.0305,2.873848,NA,NA,0,TRUE,11073.8403911907,16539.7320365071,19165.8941827748,12658.95,18608.26,16098.55,9267.565,10888.5721627594,13237.2431863779,10187.8780923528
18276,483.22305,2.587395,"C24H36O10","Plantaricin BN",0,TRUE,9455.70084641081,15642.3522825727,23030.5746067591,15333.11,16227.54,15800.22,18776.51,9599.54387160662,7412.57598302101,16074.4934340822
18277,95.98685,1.564917,NA,NA,0,TRUE,4042.28673214718,5296.54167922903,3763.64046872236,5797.292,10456.78,4969.197,4504.011,3870.26083983398,3259.49827000937,260.122254957871
18278,424.0919,1.43374,NA,NA,0,TRUE,10147.5141222533,5886.92432710718,3433.86767199122,5883.044,425,11922.71,1818,229.014016123511,3033.41327843731,1923.15105350875
18279,417.9048,3.663846,NA,NA,0,TRUE,23146.4632925719,13169.0902056148,14743.12350224,13940.39,697,16841.01,1533,11113.610495563,11884.1740416947,22451.3174463252
18280,148.9042,2.570372,NA,NA,0,TRUE,25796.8918140671,9578.40525544543,5414.5661372164,22883.41,16793.07,20038.45,35292.14,5406.09478799489,6747.71960752115,5027.44225025074
18281,387.0052,1.208963,NA,NA,0,TRUE,9967.27499980741,8388.21226064614,3780.35686166514,11535.45,3888.146,6219.047,4823.487,5560.38244671336,6523.6386114862,4768.79109868233
18282,727.7464,13.31532,NA,NA,1.3372610510977,FALSE,13860.5667682959,8002.09308457993,4307.69365271058,396,500,529,338,1579.28065518773,1521.60450983437,693.659346554322
18283,192.9729,13.79412,NA,NA,0,TRUE,8845.30913406802,2875.30344070624,2681.49515363817,26188.14,8756.157,24057,7982.332,590.856161598658,7147.98356239543,5420.34571259707
18284,199.9676,3.746963,NA,NA,0,TRUE,7789.91083979784,810.697484443896,4737.172181446,13044.22,1355,5956.289,1704,5246.59660238157,8032.00751750994,10064.9873760967
18285,313.0386,1.54672,"C16H11ClN2O3 ; C13H14O7S","Clorazepate ; [2-hydroxy-1-(1-oxo-1H-isochromen-3-yl)butoxy]sulfonic acid",0,TRUE,12607.5086138233,20254.1630533851,17348.5450950718,19083.12,11714.74,14289.94,15079.18,12029.9138951945,14959.068237627,12714.2302475738
18286,392.8565,14.30097,NA,NA,2.85325198636936,FALSE,11230.5990614314,8965.58922731437,7337.00895712082,2087,1690,1876,1905,632.07868450089,521.96216622182,724.835047523055
18287,297.9569,5.601802,NA,NA,0,TRUE,15385.5213947924,9379.18303021602,6764.06826289272,12681.93,1869,13418.1,3085.809,3757.94961815882,6526.74400372422,3981.09609559975
18288,493.2446,6.889603,"C26H38O9","7,11-Bisdeacetylvaltrate 7-(3-methylpentanoate) 11-(3-hydroxy-3-methylbutanoate)",0,TRUE,15501.4660110327,10412.5595143568,6933.73861824468,15423.23,892,24420.76,4333.225,10956.8641423674,15093.6854836736,11744.6269778199
18289,138.1006,2.67318,NA,NA,1.84896741824356,FALSE,2131.06591920653,612.477495115581,1653.9148940323,598,2526.991,2444,281,12607.2124270386,16844.6424305537,23695.8222017774
18290,179.9583,5.518432,NA,NA,0,FALSE,18890.6246069238,18639.3605695356,12908.7894371243,7756.483,3038.076,8480.022,356,18850.9039936597,21625.3165230588,26226.3733342226
18292,429.8605,13.96424,NA,NA,0,FALSE,9472.93117595544,24445.4133681878,23191.8449012587,529,1710,2433,1587,1127.66501539217,16.9590595523335,635.204907237946
18294,235.0828,2.678857,"C10H12N4O3","Didanosine",0,TRUE,5567.67273544007,3207.1081125056,10772.5512043499,3529.387,11256.95,5756.855,23567.37,1758.82764382856,3932.1934997023,400.412909317172
18295,247.0646,2.092045,NA,NA,0,TRUE,12935.9036128926,6675.17840893915,11610.5260515675,18190.07,15590.56,8763.068,13632.2,10067.108047485,16147.4366489578,9240.68040918892
18296,443.1924,4.010715,"C21H32O10 ; C22H28N4O6","Cynaroside A ; Mitoxantrone",0,TRUE,21598.4983177605,21390.3644865968,20686.4302464967,9072.592,16633.58,10440.92,8261.953,15296.2125593151,15302.1688557703,12707.4495326131
18298,398.0563,3.599517,NA,NA,0,TRUE,2290.27730539662,1802.91102653114,2322.65760266469,888,24092.37,1431,24522.19,695.286552950979,1602.63112769551,2046.87961672841
18299,438.1925,2.561741,NA,NA,0,TRUE,4624.3463480164,2102.46820141494,3342.5272044707,5825.622,2713.116,6132.46,15351.35,1607.67839318705,1123.06661035453,10171.2380619607
18302,267.0356,11.16904,NA,NA,2.00205908648703,FALSE,1076.82836200189,523.389859462406,2033.4127888497,586,556,1142,1718,17233.5703695529,20130.0739291286,28171.6688778257
18303,582.4156,4.025056,NA,NA,0,TRUE,2559.21545774475,381.96323786299,665.480549078085,9809.251,15921.89,5800.014,13136.73,4744.77376180322,19750.275790454,6481.38439057022
18304,208.0616,4.001657,"C10H11NO4","Hydroxyphenylacetylglycine",0,FALSE,8328.74133705862,8604.70412404692,16570.5744106961,10437.52,2051,694,943,16446.898063608,8342.99615639081,16835.2487345651
18305,481.2809,6.885484,NA,NA,0,TRUE,12248.3148175472,9165.5263808199,13071.3319738501,11113.94,5118.044,22544.62,11436.46,10853.0749902603,7877.87981561843,11325.2553453512
18306,237.0559,2.550687,"C7H14N2O5S ; C15H10O3","Cystathionine sulfoxide ; 3-Hydroxyflavone",0,TRUE,9212.84646758262,4645.54491764791,13112.3264455826,19060.48,23239.74,14233.23,27240.24,4076.38261490578,13130.674340491,7142.87918189071
18307,269.1396,6.884431,NA,NA,0,TRUE,27350.1172191384,27507.444493223,30070.8151227462,37162.68,29214.32,35340.57,10436.69,18899.2167905011,24968.4465109105,25960.0549086972
18308,837.7537,13.40405,NA,NA,1.96257350205938,FALSE,11436.1969001385,6531.6415239702,25291.011952858,845,2292,2380,512,556.962087212378,559.648965227005,374.108411624803
18310,583.36475,2.3791475,NA,NA,0,TRUE,105311.576238357,50878.1491687087,38077.9162351684,77267.68,100282.5,46877.77,58785.86,84178.1963968047,44238.1779272495,45525.4864283795
18311,128.996,2.941429,NA,NA,0,FALSE,3311.91417977363,27554.1820940776,17789.1867338021,6417.363,2704.464,3598.759,756,22475.7195197413,3742.93887462804,4542.1924646724
18312,140.97085,13.920485,NA,NA,0,TRUE,243.120089722704,2952.72839125697,3413.32911543732,1427,19058.91,2289,13464.82,3951.1101159741,3310.56482483137,8188.87948110907
18313,289.1233,13.23713,"C20H18O2","2-(4-Methyl-3-pentenyl)anthraquinone",1.31885829984892,FALSE,140.923591830417,2752.80794168312,51.107166350768,97,146,2397,1611,24701.5617058096,22089.4859830062,29092.8718718256
18314,145.0407,2.90514,NA,NA,0,TRUE,5060.61781875553,667.043671953151,5395.34875528199,736,7982.562,1035,10609.87,3412.7348063103,3255.43751741656,2773.28514018777
18315,379.0057,1.880027,"C20H10Cl2N2O2","4,11-Dichloro-5,12-dihydroquino[2,3-b]acridine-7,14-dione",0,TRUE,15842.1783774795,13645.0631710008,14000.1992853427,34464.36,64649.23,52298.45,37291.04,46814.0833171004,21382.7642846614,11477.6168414293
18317,533.3847,4.066341,NA,NA,0,TRUE,8520.05748412342,11613.9653016985,12321.926933305,5560.91,9438.569,8539.308,7922.243,4733.819563384,6442.57242248609,13486.1113763399
18318,268.0759,8.3083775,NA,NA,1.88582285975555,FALSE,308.740998895646,1561.2608148219,1759.39138628814,1054,124,295,50,34014.499116518,39570.6678704572,33054.1051489456
18319,279.9965,13.05337,NA,NA,0,TRUE,27667.0231803394,19847.3555011293,21144.9267718542,12789.84,31607.6,21413.7,20073.94,14445.1140303543,7806.21930948005,19184.5423930968
18320,178.77255,11.70532,NA,NA,0,FALSE,10553.6774289607,4118.01248312763,2197.60815308302,705,1447,715,1802,9551.11198747682,2927.10447146353,551.420210884475
18321,298.1528,3.999339,NA,NA,0,TRUE,11538.1352174045,5721.18234895168,6155.42105756972,16194.8,17591.89,8520.112,7168.712,5974.79704972982,13399.9747844823,6962.47903975382
18322,255.1518,2.5081,NA,NA,0,TRUE,85572.4625183012,133605.061267701,100870.80141523,97725.81,213196.3,113411.3,240502.5,108692.983431625,129478.745219163,43796.5794767191
18323,397.0923,2.88392,"C21H18O8","6-(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl)-5,7-dihydroxy-2-phenyl-4H-chromen-4-one",0,TRUE,15198.6954391192,8270.62214956117,4843.12603638328,10550.09,1079,6106.342,2095,7941.66102580498,3440.31293644642,1539.30023533122
18324,401.0468,14.00541,NA,NA,1.34371968175819,FALSE,1748.09799026281,178.175271306351,2208.48201826404,2214,611,195,2,16894.9502453127,22035.961306719,24526.352617991
18325,78.97165,13.93425,NA,NA,1.68367313395458,FALSE,11205.7169035762,9419.2323768239,8058.28004628313,1727,1360,1612,1543,261.075978380802,459.778947863263,1434.08224456174
18327,295.1021,2.043478,NA,NA,0,TRUE,6526.70403520826,10439.3236672979,10839.5396507976,9435.586,7874.07,8828.271,17338.6,4135.59189863436,2576.15557742749,9699.46884432939
18329,302.0153,6.913367,NA,NA,0,FALSE,27283.7217680867,25437.5378226393,25667.6935165935,4290.117,118,12113.87,596,714.523730305354,5496.76849776238,12445.4275083774
18330,285.0018,11.67084,NA,NA,0,TRUE,1179.02485989418,331.851442808079,2659.74742327614,25917.4,24495.2,22064.3,20953.4,289.473716380118,295.841372190706,691.710865243776
18331,493.8758,13.35274,NA,NA,1.54518561786665,FALSE,12762.6106250455,13828.8955071711,15727.7954898416,157,1206,289,2397,2017.15545401588,2185.83434230076,576.750467921571
18332,629.0594,13.65194,NA,NA,0,FALSE,25674.0408660744,16333.1823532452,10687.7448424167,1129,1427,1510,623,17302.8883319532,4113.95127828446,1528.58358812322
18333,441.9786,2.853767,NA,NA,0,FALSE,12657.8753509951,20478.7084390489,25822.1567714899,4010.357,1104,13530.45,590,10.0766167094345,2329.04417852047,3812.11015698004
18335,345.04,6.745212,"C20H10O6","3,3'-Bisjuglone",3.37322863218222,FALSE,29237.5574448958,25112.824526638,27829.5484009614,2188,2344,1776,1700,1648.90091608928,1461.30563142607,1894.89807450584
18337,97.07322,13.786825,NA,NA,0,FALSE,31787.8549135087,8930.04103349786,24859.754459779,396,1280,2438,403,47637.2512966547,100515.309579708,10303.7640182975
18338,474.2395,6.8741,NA,NA,1.99529180345566,FALSE,725.057258730543,1397.56228430919,297.943905959796,609,1228,1678,1324,12982.7129684354,19869.7712083997,16404.0303357282
18339,311.1252,1.52187,NA,NA,0,TRUE,11102.1864724482,10463.3238763429,5524.08227038699,11160.34,936,6750.831,3265.815,4753.32148094101,5275.94364116147,6111.9464886468
18340,464.1701,6.609377,"C26H27NO7","(E)-Squamosamide",0,TRUE,822.95074618526,870.83163850979,2640.17446595031,24370.3,4702.736,21895.49,5268.151,4188.51154142411,3191.6441305705,3534.74579090515
18342,416.2448,2.63707,NA,NA,0,TRUE,4541.81891083424,7065.96689070903,10004.6812533409,8691.977,16220.02,9655.131,17701.06,11245.9531152005,12211.7100118488,5953.0039969423
18343,329.1058,4.04791,NA,NA,0,TRUE,18994.2626133127,51682.1428085697,2681.49515363817,7888.748,23142.47,31997.7,24400.93,13608.5441505764,3806.43547793192,1162.2691017406
18344,263.0384,11.63753,NA,NA,0,TRUE,4052.94744050626,11580.958332689,5704.17522551495,969,5743.705,4316.278,4855.38,6776.66397761649,7128.13204101945,6259.25362420537
18345,536.9481,14.09783,NA,NA,0,TRUE,2.15150521878499,2484.43143927793,980.822639327504,1016,11606.35,2154,10399.43,1578.36459912324,44.281988831093,252.328329715687
18346,366.1671,13.12976,NA,NA,1.67354124292878,FALSE,27216.5087450519,25265.9995801891,13096.7007013174,3612.106,1433,5185.036,2311,2752.92802079324,2805.20934659118,1072.63896145549
18347,274.1863,3.930481,NA,NA,0,TRUE,721.830000902365,508.913118668765,2830.9857899872,9347.94,20038.29,11798.24,13699.96,398.484388054909,3630.80557286801,1160.32062043005
18348,239.0926,11.07445,"C12H16O5","3-(3,4,5-Trimethoxyphenyl)propanoic acid",2.14447478726869,TRUE,9214.27399129529,9014.17651020416,7853.08803554435,26935.9,15015.88,17257.94,14075.35,11278.1799675494,11579.8531397278,13300.9082277726
18349,321.0467,12.1374,NA,NA,0,TRUE,4101.18849052186,3840.54681469493,2807.65482485481,25381.21,7732.605,26154.78,9949.323,2794.23115662915,2821.75856220434,2163.78849536116
18351,317.1606,7.010594,NA,NA,0,TRUE,9582.32015579413,9816.76145182639,6042.81892146076,5135.107,7991.542,10390.75,992,6848.51758320327,11862.4287586687,12241.6943025467
18352,212.0201,11.10568,NA,NA,0,TRUE,6817.97588747998,5686.27447251642,6625.45692865729,11772.33,11694.87,13910.38,24506.45,5349.59794627328,5535.12329527993,5041.08454214652
18353,355.0898,1.42964,"C12H20O12","Acaciabiuronic acid",0,TRUE,21672.0690387169,20377.8278276262,18228.371274598,14715.07,4961.933,25046.78,3069.199,7609.57696158492,12365.4250432912,11619.5637049026
18354,99.00535,2.08046,NA,NA,0,TRUE,7740.83823301518,11567.0495255726,14541.6525281662,10168.63,16509.07,11320.17,8078.157,13552.6280883997,9111.90672611395,13553.0124821375
18356,197.95805,7.029783,NA,NA,0,TRUE,14289.0820627213,12896.9942944211,15057.4108275669,1008,10325.13,5210.721,10382.87,311.459061927975,2768.08784957108,3022.44816201447
18357,278.148,4.018291,NA,NA,1.4185054577091,TRUE,19195.4821388995,12531.9688432866,9760.28243430543,5773.188,3455.413,16570.1,6936.175,4823.08373053256,5211.57176195069,4242.85799758045
18358,329.0721,2.255765,NA,NA,0,TRUE,13125.6341006111,5256.92329405862,4464.73075149523,3956.564,15099.99,6250.056,14951.53,6377.64552887598,9780.1200532352,16551.7349614742
18359,261.9697,13.79605,NA,NA,0,TRUE,3355.86943139341,4350.70604666739,638.295886125549,18946.03,1155,16717.74,1401,18099.9029108662,17909.228550552,10612.5690787994
18360,245.0079,2.714638,NA,NA,2.04768229637281,FALSE,12254.0485789552,23310.4257540118,18188.5076848444,2493,3386.019,4780.242,3587.587,2317.74276257044,2166.04877282304,3505.59651049939
18361,242.0824,3.972808,NA,NA,0,TRUE,3978.19769469001,2555.70154780047,4366.21462034176,10377.53,1992,3880.302,3837.535,2629.84031557537,175.243615374113,4822.87704290046
18362,141.0526,13.81702,NA,NA,0,TRUE,3787.78195255928,875.286020292449,1248.31972278046,11602.37,15930.18,9441.624,20297.77,7608.42089883153,5266.32220137545,6039.72310614945
18363,357.0619,2.8041,"C18H14O8","5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone",0,TRUE,6703.72880885728,6109.51757995476,5680.5941614834,9814.494,9428.804,2748.857,11985.13,7373.12273810559,3627.38361151834,8640.54232009687
18364,204.0666,3.10097,"C11H11NO3","Indolelactic acid",1.31348885416677,TRUE,2941.18078525652,1817.38776732478,2610.81502996157,4910.706,11661.71,3353.669,9824.891,3408.73988581304,4939.99032444959,4914.56477944951
18365,309.12,6.865541,NA,NA,1.6140364293993,FALSE,31993.592600055,26758.4290605145,27020.0000121,4221.524,947,3003.026,1034,2093.18810736889,449.415078136837,2663.40443364216
18366,774.7489,13.42052,NA,NA,1.72729994321041,FALSE,6722.45873753941,22702.8369429027,15495.5949727662,423,1182,777,410,1057.12869842613,1205.97756816594,1770.1952706309
18367,608.3079,2.710228,NA,NA,1.56804149896289,TRUE,567.997377759238,538.980195701711,2033.4127888497,5336.944,9766.782,11066.63,19447.75,9503.13813137927,5686.81454561575,9554.23489288524
18369,309.0673,13.33686,"C12H14N4O4S","Sulfadoxine",1.3513180472995,FALSE,281.847183660834,3161.17675475371,1817.02287174752,1178,2331,1908,2015,14780.5279583688,23560.269844382,26332.5265960211
18370,221.0667,1.374873,"C8H14O7","Ethyl glucuronide",0,TRUE,12501.417891485,16398.2608710899,23030.9660659056,19600.67,31831.68,15661.88,38141.75,16885.7072396219,19788.5844216428,17689.1998961315
18371,97.08263,13.74337,NA,NA,0,FALSE,4524.08728057363,17.8175271306351,2674.97083452956,1800,18,2480,1429,37958.3586487416,40273.978913492,20714.0807370622
18372,279.000275,15.15927,NA,NA,0,TRUE,44931.1851445444,40555.6761851198,36316.3935713047,60060.8,28202.6,45701.31,27863.9,37786.4057648754,37640.9247490965,39580.0561782913
18373,455.2054,6.92304,NA,NA,2.41396435201383,FALSE,4827.13539666037,6364.30710432739,3830.43318559674,5170.031,1089,2707.741,12,18533.8844714203,21537.7135587712,19544.2515278367
18374,358.15135,3.972971,NA,NA,0,TRUE,3947.94000104563,11421.4135131886,5052.73718593163,10332.15,3767.11,15756.73,2650.383,4548.80005581388,3745.91236306954,8269.62162389612
18375,284.9691,13.77444,NA,NA,0,FALSE,25822.9357847405,12434.5626496544,12917.2819258307,1762,278,795,2264,6713.29854752331,5842.88877067588,10683.2210111197
18377,452.2692,6.897312,NA,NA,1.55536196949842,FALSE,2991.49481055042,6322.4359155704,7441.70796801621,8,1511,685,2031,18113.1674026801,26962.5398415727,18313.0743845486
18378,296.9662,11.60772,NA,NA,0,TRUE,9617.57687181436,11041.2286872524,19239.9560785226,3828.084,3843.627,8533.915,4658.247,8477.69398011187,5429.40805539049,5203.01892690337
18379,277.093,4.024104,"C11H18O8","Isovalerylglucuronide",0,TRUE,11156.1892534397,7564.25630882616,8038.41349459742,3321.708,24539.35,7312.512,16071.97,3458.12721641811,9279.88809531977,5765.55132670189
18381,607.3014,7.515642,NA,NA,0,TRUE,1772.84030027883,2523.40727987619,961.249682001678,28981.44,570,21119.28,808,997.585054234013,1689.31076540744,1963.09492037494
18382,140.1163,2.643326,NA,NA,2.01970568037914,FALSE,4133.76873404992,3220.84208513698,5571.38467131092,5102.607,1892,5364.444,97,16324.8335930142,14554.5946673039,13871.7840245428
18383,162.056,9.794366,"C9H9NO2","4-(3-Pyridyl)-3-butenoic acid",2.33542383162362,FALSE,3921.27747262184,2292.8930226236,4073.09979790885,2856.773,2698.143,2086,2860.49,21770.9243048409,21233.4020785041,24532.7046670634
18384,300.9014,13.81831,NA,NA,1.83606379077302,FALSE,16913.4881285952,15058.9619004979,27766.2298840123,396,2029,2183,1000,421.38578966726,761.273339904748,1940.68738530366
18385,337.0099,1.693112,NA,NA,0,TRUE,11148.088836291,1425.40217045081,1487.54475676278,3375.044,1996,3270.088,115,1582.94487944571,1774.10606316911,132.496729117118
18386,530.0071,13.88707,NA,NA,2.70044912150098,FALSE,1463.0235487738,884.194783857766,704.626463729737,184,1652,821,2116,20989.1620594017,24822.5326468622,20563.6190102618
18387,525.27,11.60683,NA,NA,0,FALSE,11142.4518926178,14399.4015899396,10748.5395352572,2673.957,4746.997,3985.623,1740,14621.051758101,7501.71091568812,8125.58111725467
18388,401.1606,6.980679,"C22H26O7","Clusin",0,TRUE,4620.108958488,6670.89106647334,4406.08799657402,8679.986,10357.78,5535.469,1086,6971.16191728593,8087.55880141356,4645.6694873909
18389,387.2451,3.850018,NA,NA,0,TRUE,1933.12743907832,4042.501803148,3985.46949318809,7974.677,3691.594,4945.255,1257,12649.9006396441,6074.39029743496,8305.61981610846
18390,92.93287,5.903578,NA,NA,0,FALSE,4015.13150902829,20867.7764158552,22821.0678463165,694,456,2052,2543.294,18822.1215121133,2684.99222644454,2483.43100891228
