"ID","mz","RT","MF","category","compound_name","Score","Predict_formula","degree"
29767,730.7469,0,"C15H12I3NO7S",0,"Triiodothyronine sulfate",NA,NA,0
29768,731.4526,0,"C41H66NO8P",0,"PE(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",NA,NA,0
29769,731.4737,0,"C38H70NO10P",0,"PS(14:0/18:2(9Z,12Z))",NA,NA,8
29770,731.5465,0,"C40H78NO8P",0,"PC(14:0/18:1(11Z))",NA,NA,7
29771,731.5547,0,"C40H77NO10",0,"Araliacerebroside",NA,NA,0
29772,731.5829,0,"C41H82NO7P",0,"PC(15:0/P-18:0)",NA,NA,0
29773,732.1326,0,"C36H28O17",0,"Oolongtheanin",NA,NA,4
29774,732.2418,0,"C39H40O14",0,"6-{2-[6-carboxy-5-(2,4-dihydroxyphenyl)-3-methylcyclohex-2-en-1-yl]-3-hydroxy-5-[6-hydroxy-7-(3-methylbut-2-en-1-yl)-1-benzofuran-2-yl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",NA,NA,1
29775,732.3979,0,"C33H66O13P2",0,"PGP(a-13:0/i-14:0)",NA,NA,0
29776,732.5669,0,"C41H81O8P",0,"PA(14:0/24:0)",NA,NA,0
29777,732.6145,0,"C41H85N2O6P",0,"SM(d18:0/18:0)",NA,NA,0
29778,732.6268,0,"C46H84O6",0,"TG(15:0/14:1(9Z)/14:1(9Z))",NA,NA,0
29779,732.642,0,"C50H84O3",0,"CE(MonoMe(13,5))",NA,NA,0
29780,732.6632,0,"C47H88O5",0,"DG(20:1(11Z)/24:1(15Z)/0:0)",NA,NA,0
29781,733.4612,0,"C37H67NO13",0,"Erythromycin",NA,NA,1
29782,733.4683,0,"C41H68NO8P",0,"PE(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",NA,NA,0
29783,733.4894,0,"C38H72NO10P",0,"PS(14:0/18:1(9Z))",NA,NA,11
29784,733.5622,0,"C40H80NO8P",0,"PC(16:0/16:0)",NA,NA,3
29785,734.1483,0,"C36H30O17",0,"6-({8-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]-2-(3,4-dihydroxyphenyl)-7-hydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-5-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",NA,NA,5
29786,734.1847,0,"C37H34O16",0,"5,7-dihydroxy-3-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,4-dihydro-2H-1-benzopyran-8-yl]-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",NA,NA,1
29787,734.2363,0,"C42H38O12",0,"Curcumin dimer 1",NA,NA,0
